CustomerID,Recency,Frequency,Monetary,Orders,Revenue,LastPurchase,FirstPurchase,R_score,F_score,M_score,RFM_Score,CustomerRank,CustomerTier,HistoricalCLV,CustomerRevenue,CustomerProfit,CustomerMargin,LifetimeDays,PurchaseIntervalDays,AverageCLV,PredictedCLV
13093.0,9,48,47111.18,48,47111.18,2010-12-01 15:00:00,2009-12-04 10:32:00,4,4,4,444,16,Lower,47111.18,47111.18,14133.35,0.2999999150944638,363,7.5625,47111.18,51822.3
16029.0,8,47,41184.3,47,41184.3,2010-12-02 17:40:00,2009-12-08 11:23:00,4,4,4,444,17,Lower,41184.3,41184.3,12355.29,0.3,360,7.659574468085107,41184.3,45302.73
15838.0,3,16,40519.92,16,40519.92,2010-12-07 11:26:00,2009-12-15 09:51:00,4,4,4,444,18,Lower,40519.92,40519.92,12155.98,0.300000098716878,358,22.375,40519.92,44571.91
14298.0,11,38,39667.19,38,39667.19,2010-11-29 13:35:00,2009-12-11 13:49:00,4,4,4,444,19,Lower,39667.19,39667.19,11900.16,0.3000000756292543,353,9.289473684210526,39667.19,43633.91
13798.0,8,54,38683.02,54,38683.02,2010-12-02 17:24:00,2009-12-08 16:21:00,4,4,4,444,20,Lower,38683.02,38683.02,11604.91,0.3000001034045429,360,6.666666666666667,38683.02,42551.32
13902.0,268,5,34095.26,5,34095.26,2010-03-17 13:09:00,2009-12-15 10:02:00,1,3,4,134,21,Lower,34095.26,34095.26,10228.58,0.30000005865918017,93,18.6,34095.26,37504.79
15769.0,7,21,32451.6,21,32451.6,2010-12-03 15:16:00,2009-12-11 09:58:00,4,4,4,444,22,Lower,32451.6,32451.6,9735.48,0.3,358,17.047619047619047,32451.6,35696.76
13081.0,7,19,30867.77,19,30867.77,2010-12-03 17:21:00,2009-12-08 13:58:00,4,4,4,444,23,Lower,30867.77,30867.77,9260.33,0.2999999676037498,361,19.0,30867.77,33954.55
13777.0,2,37,30501.260000000002,37,30501.260000000002,2010-12-08 15:35:00,2009-12-02 09:47:00,4,4,4,444,24,Lower,30501.260000000002,30501.260000000002,9150.38,0.3000000655710616,372,10.054054054054054,30501.260000000002,33551.39
17841.0,1,91,29562.02,91,29562.02,2010-12-09 17:27:00,2009-12-02 15:41:00,4,4,4,444,25,Lower,29562.02,29562.02,8868.61,0.3000001353087509,373,4.0989010989010985,29562.02,32518.22
16705.0,36,22,29480.061,22,29480.061,2010-11-04 14:46:00,2009-12-09 13:34:00,3,4,4,344,26,Lower,29480.061,29480.061,8844.02,0.30000005766609505,331,15.045454545454545,29480.061,32428.07
16422.0,5,59,28904.670000000002,59,28904.670000000002,2010-12-05 15:35:00,2010-01-12 11:57:00,4,4,4,444,27,Lower,28904.670000000002,28904.670000000002,8671.4,0.29999996540351437,328,5.559322033898305,28904.670000000002,31795.14
14680.0,7,43,28615.27,43,28615.27,2010-12-03 12:05:00,2009-12-04 12:36:00,4,4,4,444,28,Lower,28615.27,28615.27,8584.58,0.2999999650536235,364,8.465116279069768,28615.27,31476.8
13881.0,11,23,28019.58,23,28019.58,2010-11-29 16:24:00,2010-03-04 14:41:00,4,4,4,444,29,Lower,28019.58,28019.58,8405.87,0.2999998572426853,271,11.782608695652174,28019.58,30821.54
17940.0,81,6,26286.75,6,26286.75,2010-09-20 15:33:00,2009-12-03 12:31:00,2,4,4,244,30,Lower,26286.75,26286.75,7886.02,0.2999998097901034,292,48.666666666666664,26286.75,28915.43
17389.0,10,27,25381.65,27,25381.65,2010-11-30 12:21:00,2009-12-04 12:06:00,4,4,4,444,31,Lower,25381.65,25381.65,7614.5,0.3000001969927093,362,13.407407407407407,25381.65,27919.82
12482.0,212,29,23691.4,29,23691.4,2010-05-12 16:51:00,2010-02-24 10:24:00,1,4,4,144,32,Lower,23691.4,23691.4,7107.42,0.3,78,2.689655172413793,23691.4,26060.54
14031.0,1,27,23632.72,27,23632.72,2010-12-09 17:34:00,2009-12-03 15:35:00,4,4,4,444,33,Lower,23632.72,23632.72,7089.82,0.3000001692568608,372,13.777777777777779,23632.72,25995.99
13408.0,7,46,23616.422,46,23616.422,2010-12-03 09:39:00,2009-12-04 09:31:00,4,4,4,444,34,Lower,23616.422,23616.422,7084.93,0.30000014396761715,365,7.934782608695652,23616.422,25978.06
14063.0,74,9,22710.2,9,22710.2,2010-09-27 16:18:00,2009-12-08 13:46:00,2,4,4,244,35,Lower,22710.2,22710.2,6813.06,0.3,294,32.666666666666664,22710.2,24981.22
16779.0,2,32,22554.22,32,22554.22,2010-12-08 09:56:00,2009-12-03 13:03:00,4,4,4,444,36,Lower,22554.22,22554.22,6766.27,0.30000017735040274,370,11.5625,22554.22,24809.64
12748.0,1,144,22457.9,144,22457.9,2010-12-09 13:22:00,2009-12-04 17:31:00,4,4,4,444,37,Lower,22457.9,22457.9,6737.37,0.3,370,2.5694444444444446,22457.9,24703.69
18251.0,81,8,21964.14,8,21964.14,2010-09-20 13:26:00,2009-12-22 12:01:00,2,4,4,244,38,Lower,21964.14,21964.14,6589.24,0.29999990894248535,273,34.125,21964.14,24160.55
13802.0,10,16,21659.69,16,21659.69,2010-11-30 12:28:00,2010-02-16 10:11:00,4,4,4,444,39,Lower,21659.69,21659.69,6497.91,0.30000013850613744,288,18.0,21659.69,23825.66
12709.0,2,20,21107.94,20,21107.94,2010-12-08 09:49:00,2009-12-09 13:49:00,4,4,4,444,40,Lower,21107.94,21107.94,6332.38,0.29999990524892534,364,18.2,21107.94,23218.73
17677.0,2,28,20329.68,28,20329.68,2010-12-08 12:08:00,2009-12-16 11:23:00,4,4,4,444,41,Lower,20329.68,20329.68,6098.9,0.2999998032433368,358,12.785714285714286,20329.68,22362.65
17920.0,4,39,20137.24,39,20137.24,2010-12-06 16:58:00,2009-12-06 10:37:00,4,4,4,444,42,Lower,20137.24,20137.24,6041.17,0.2999999006815234,366,9.384615384615385,20137.24,22150.96
12471.0,10,49,20129.54,49,20129.54,2010-11-30 14:35:00,2009-12-07 10:41:00,4,4,4,444,43,Lower,20129.54,20129.54,6038.86,0.2999999006435318,359,7.326530612244898,20129.54,22142.49
16013.0,7,39,20009.84,39,20009.84,2010-12-03 13:10:00,2009-12-08 10:24:00,4,4,4,444,44,Lower,20009.84,20009.84,6002.95,0.2999999000491758,361,9.256410256410257,20009.84,22010.82
15039.0,4,47,19960.3,47,19960.3,2010-12-06 11:26:00,2009-12-10 11:39:00,4,4,4,444,45,Lower,19960.3,19960.3,5988.09,0.30000000000000004,361,7.680851063829787,19960.3,21956.33
17381.0,4,12,19726.76,12,19726.76,2010-12-06 09:45:00,2010-06-09 12:55:00,4,4,4,444,46,Lower,19726.76,19726.76,5918.03,0.30000010138512356,180,15.0,19726.76,21699.44
12415.0,11,7,19543.84,7,19543.84,2010-11-29 15:07:00,2010-06-30 08:30:00,4,4,4,444,47,Lower,19543.84,19543.84,5863.15,0.2999998976659653,153,21.857142857142858,19543.84,21498.22
14258.0,31,16,19381.36,16,19381.36,2010-11-09 10:08:00,2009-12-04 08:36:00,3,4,4,344,48,Lower,19381.36,19381.36,5814.41,0.3000001031919329,341,21.3125,19381.36,21319.5
12921.0,2,39,19333.95,39,19333.95,2010-12-08 10:14:00,2009-12-01 13:43:00,4,4,4,444,49,Lower,19333.95,19333.95,5800.18,0.2999997413875592,372,9.538461538461538,19333.95,21267.34
14527.0,1,69,19257.08,69,19257.08,2010-12-09 12:32:00,2009-12-02 12:06:00,4,4,4,444,50,Lower,19257.08,19257.08,5777.12,0.29999979228418844,373,5.405797101449275,19257.08,21182.79
14606.0,2,102,18482.1,102,18482.1,2010-12-08 12:08:00,2009-12-03 12:40:00,4,4,4,444,51,Lower,18482.1,18482.1,5544.63,0.30000000000000004,370,3.627450980392157,18482.1,20330.31
13767.0,5,39,18320.170000000002,39,18320.170000000002,2010-12-05 13:29:00,2009-12-01 10:52:00,4,4,4,444,52,Lower,18320.170000000002,18320.170000000002,5496.05,0.29999994541535363,370,9.487179487179487,18320.170000000002,20152.19
17675.0,3,40,17885.32,40,17885.32,2010-12-07 13:22:00,2009-12-10 16:10:00,4,4,4,444,53,Lower,17885.32,17885.32,5365.6,0.30000022364710277,362,9.05,17885.32,19673.85
15856.0,1,26,17703.63,26,17703.63,2010-12-09 13:34:00,2009-12-03 14:02:00,4,4,4,444,54,Lower,17703.63,17703.63,5311.09,0.3000000564855908,371,14.26923076923077,17703.63,19473.99
18008.0,51,14,17642.89,14,17642.89,2010-10-20 14:28:00,2010-01-06 12:35:00,3,4,4,344,55,Lower,17642.89,17642.89,5292.87,0.30000017004016916,288,20.571428571428573,17642.89,19407.18
16210.0,4,19,17403.21,19,17403.21,2010-12-06 11:06:00,2009-12-02 12:54:00,4,4,4,444,56,Lower,17403.21,17403.21,5220.96,0.2999998276180084,369,19.42105263157895,17403.21,19143.53
12681.0,3,24,17080.74,24,17080.74,2010-12-07 10:08:00,2009-12-13 13:31:00,4,4,4,444,57,Lower,17080.74,17080.74,5124.22,0.29999988290905427,359,14.958333333333334,17080.74,18788.81
13078.0,2,32,16904.510000000002,32,16904.510000000002,2010-12-08 09:07:00,2009-12-01 09:06:00,4,4,4,444,58,Lower,16904.510000000002,16904.510000000002,5071.35,0.29999982253256674,373,11.65625,16904.510000000002,18594.96
15523.0,24,15,16847.18,15,16847.18,2010-11-16 15:27:00,2009-12-02 15:16:00,3,4,4,344,59,Lower,16847.18,16847.18,5054.15,0.29999976257154015,350,23.333333333333332,16847.18,18531.9
12678.0,11,9,16652.72,9,16652.72,2010-11-29 09:55:00,2010-01-07 16:46:00,4,4,4,444,60,Lower,16652.72,16652.72,4995.82,0.30000024020100013,326,36.22222222222222,16652.72,18317.99
17404.0,45,8,15874.300000000001,8,15874.300000000001,2010-10-26 15:48:00,2010-01-07 11:31:00,3,4,4,344,61,Lower,15874.300000000001,15874.300000000001,4762.29,0.3,293,36.625,15874.300000000001,17461.73
17865.0,11,26,15785.87,26,15785.87,2010-11-29 10:37:00,2009-12-01 10:49:00,4,4,4,444,62,Lower,15785.87,15785.87,4735.76,0.2999999366522086,363,13.961538461538462,15785.87,17364.46
13564.0,4,35,15310.35,35,15310.35,2010-12-06 17:26:00,2009-12-02 11:55:00,4,4,4,444,63,Lower,15310.35,15310.35,4593.1,0.2999996734235338,370,10.571428571428571,15310.35,16841.39
14062.0,10,12,15120.800000000001,12,15120.800000000001,2010-11-30 11:00:00,2009-12-10 14:28:00,4,4,4,444,64,Lower,15120.800000000001,15120.800000000001,4536.24,0.3,355,29.583333333333332,15120.800000000001,16632.88
15768.0,112,31,14687.06,31,14687.06,2010-08-20 15:58:00,2009-12-03 12:10:00,2,4,4,244,65,Lower,14687.06,14687.06,4406.12,0.3000001361742922,261,8.419354838709678,14687.06,16155.77
17428.0,4,18,14562.91,18,14562.91,2010-12-06 09:37:00,2009-12-01 17:28:00,4,4,4,444,66,Lower,14562.91,14562.91,4368.87,0.2999997939972162,370,20.555555555555557,14562.91,16019.2
17448.0,133,46,14523.67,46,14523.67,2010-07-30 14:07:00,2010-03-04 17:29:00,2,4,4,244,67,Lower,14523.67,14523.67,4357.1,0.29999993114687956,148,3.217391304347826,14523.67,15976.04
15808.0,5,18,14482.03,18,14482.03,2010-12-05 13:05:00,2009-12-01 16:30:00,4,4,4,444,68,Lower,14482.03,14482.03,4344.61,0.30000006905109294,369,20.5,14482.03,15930.23
13001.0,40,20,14256.68,20,14256.68,2010-10-31 13:14:00,2009-12-03 16:21:00,3,4,4,344,69,Lower,14256.68,14256.68,4277.0,0.29999971942976905,332,16.6,14256.68,15682.35
12647.0,3,27,14201.53,27,14201.53,2010-12-07 12:28:00,2010-01-13 15:06:00,4,4,4,444,70,Lower,14201.53,14201.53,4260.46,0.30000007041494825,328,12.148148148148149,14201.53,15621.68
17377.0,1,60,14174.25,60,14174.25,2010-12-09 10:42:00,2009-12-02 12:39:00,4,4,4,444,71,Lower,14174.25,14174.25,4252.27,0.2999996472476498,372,6.2,14174.25,15591.68
14895.0,19,18,13980.83,18,13980.83,2010-11-21 13:51:00,2009-12-10 14:22:00,3,4,4,344,72,Lower,13980.83,13980.83,4194.25,0.30000007152651165,346,19.22222222222222,13980.83,15378.91
15760.0,266,2,13916.34,2,13916.34,2010-03-19 11:45:00,2010-03-19 11:35:00,1,2,4,124,73,Lower,13916.34,13916.34,4174.9,0.2999998562840517,1,0.5,13916.34,15307.97
12939.0,15,12,13683.0,12,13683.0,2010-11-25 14:50:00,2010-01-12 11:27:00,4,4,4,444,74,Lower,13683.0,13683.0,4104.9,0.3,318,26.5,13683.0,15051.3
14088.0,42,3,13544.99,3,13544.99,2010-10-29 10:31:00,2010-10-14 19:46:00,3,3,4,334,75,Lower,13544.99,13544.99,4063.5,0.30000022148410593,15,5.0,13544.99,14899.49
16019.0,17,18,13542.92,18,13542.92,2010-11-23 13:14:00,2009-12-14 14:12:00,4,4,4,444,76,Lower,13542.92,13542.92,4062.88,0.30000029535727896,344,19.11111111111111,13542.92,14897.21
12454.0,31,4,13151.44,4,13151.44,2010-11-09 10:09:00,2010-10-14 17:33:00,3,3,4,334,77,Lower,13151.44,13151.44,3945.43,0.29999984792539824,26,6.5,13151.44,14466.58
14277.0,47,6,13009.61,6,13009.61,2010-10-24 12:44:00,2009-12-13 15:43:00,3,4,4,344,78,Lower,13009.61,13009.61,3902.88,0.2999997694012349,315,52.5,13009.61,14310.57
15513.0,1,18,12992.33,18,12992.33,2010-12-09 09:23:00,2010-01-13 14:59:00,4,4,4,444,79,Lower,12992.33,12992.33,3897.7,0.3000000769684883,330,18.333333333333332,12992.33,14291.56
15498.0,2,19,12633.18,19,12633.18,2010-12-08 14:46:00,2009-12-16 17:27:00,4,4,4,444,80,Lower,12633.18,12633.18,3789.95,0.2999996833734657,357,18.789473684210527,12633.18,13896.5
14667.0,1,31,12418.01,31,12418.01,2010-12-09 14:19:00,2009-12-02 12:38:00,4,4,4,444,81,Lower,12418.01,12418.01,3725.4,0.2999997584153983,373,12.03225806451613,12418.01,13659.81
12409.0,56,4,12346.62,4,12346.62,2010-10-15 10:24:00,2010-05-23 15:21:00,2,3,4,234,82,Lower,12346.62,12346.62,3703.99,0.30000032397530657,145,36.25,12346.62,13581.28
12357.0,24,2,12079.99,2,12079.99,2010-11-16 14:29:00,2010-11-16 10:05:00,3,2,4,324,83,Lower,12079.99,12079.99,3624.0,0.30000024834457645,1,0.5,12079.99,13287.99
17243.0,5,44,11920.43,44,11920.43,2010-12-05 10:03:00,2009-12-01 15:36:00,4,4,4,444,84,Lower,11920.43,11920.43,3576.13,0.3000000838895912,369,8.386363636363637,11920.43,13112.47
13687.0,74,1,11880.84,1,11880.84,2010-09-27 16:30:00,2010-09-27 16:30:00,2,1,4,214,85,Lower,11880.84,11880.84,3564.25,0.29999983166173433,1,1.0,11880.84,13068.92
12682.0,1,23,11745.69,23,11745.69,2010-12-09 14:49:00,2009-12-01 09:28:00,4,4,4,444,86,Lower,11745.69,11745.69,3523.71,0.30000025541283654,374,16.26086956521739,11745.69,12920.26
16525.0,2,23,11535.29,23,11535.29,2010-12-08 11:31:00,2009-12-02 13:53:00,4,4,4,444,87,Lower,11535.29,11535.29,3460.59,0.30000026007148495,371,16.130434782608695,11535.29,12688.82
17589.0,21,14,11433.77,14,11433.77,2010-11-19 14:27:00,2010-03-07 13:48:00,3,4,4,344,88,Lower,11433.77,11433.77,3430.13,0.2999999125397835,258,18.428571428571427,11433.77,12577.15
15640.0,8,15,11411.92,15,11411.92,2010-12-02 15:40:00,2009-12-14 16:36:00,4,4,4,444,89,Lower,11411.92,11411.92,3423.58,0.30000035051069407,353,23.533333333333335,11411.92,12553.11
16746.0,19,24,11366.64,24,11366.64,2010-11-21 10:38:00,2009-12-04 13:00:00,3,4,4,344,90,Lower,11366.64,11366.64,3409.99,0.29999982404650805,352,14.666666666666666,11366.64,12503.3
13340.0,53,5,11364.08,5,11364.08,2010-10-18 10:42:00,2010-02-22 14:54:00,2,3,4,234,91,Lower,11364.08,11364.08,3409.22,0.2999996480137415,238,47.6,11364.08,12500.49
12949.0,18,14,11359.48,14,11359.48,2010-11-22 15:45:00,2009-12-03 15:56:00,4,4,4,444,92,Lower,11359.48,11359.48,3407.84,0.2999996478712054,354,25.285714285714285,11359.48,12495.43
12472.0,5,13,11308.48,13,11308.48,2010-12-05 14:19:00,2009-12-14 10:49:00,4,4,4,444,93,Lower,11308.48,11308.48,3392.54,0.2999996462831433,357,27.46153846153846,11308.48,12439.33
13319.0,1,34,11236.95,34,11236.95,2010-12-09 10:05:00,2009-12-06 14:46:00,4,4,4,444,94,Lower,11236.95,11236.95,3371.08,0.29999955503940123,368,10.823529411764707,11236.95,12360.65
14134.0,18,15,11123.35,15,11123.35,2010-11-22 12:26:00,2009-12-10 09:25:00,4,4,4,444,95,Lower,11123.35,11123.35,3337.0,0.2999995504951296,348,23.2,11123.35,12235.69
12621.0,1,16,11086.14,16,11086.14,2010-12-09 10:16:00,2010-02-09 12:01:00,4,4,4,444,96,Lower,11086.14,11086.14,3325.84,0.29999981959455685,303,18.9375,11086.14,12194.75
17044.0,10,11,11013.82,11,11013.82,2010-11-30 10:48:00,2009-12-07 12:25:00,4,4,4,444,97,Lower,11013.82,11013.82,3304.15,0.3000003631800774,358,32.54545454545455,11013.82,12115.2
14543.0,16,23,10988.14,23,10988.14,2010-11-24 10:20:00,2009-12-01 13:47:00,4,4,4,444,98,Lower,10988.14,10988.14,3296.44,0.29999981798557357,358,15.565217391304348,10988.14,12086.95
15615.0,26,24,10974.23,24,10974.23,2010-11-14 12:07:00,2009-12-02 15:28:00,3,4,4,344,99,Lower,10974.23,10974.23,3292.27,0.30000009112256626,347,14.458333333333334,10974.23,12071.65
12918.0,262,1,10953.5,1,10953.5,2010-03-23 15:22:00,2010-03-23 15:22:00,1,1,4,114,100,Lower,10953.5,10953.5,3286.05,0.3,1,1.0,10953.5,12048.85
18052.0,200,1,10877.18,1,10877.18,2010-05-24 11:11:00,2010-05-24 11:11:00,1,2,4,124,101,Lower,10877.18,10877.18,3263.15,0.2999996322576256,1,1.0,10877.18,11964.9
16553.0,32,21,10864.19,21,10864.19,2010-11-08 14:14:00,2010-02-11 18:46:00,3,4,4,344,102,Lower,10864.19,10864.19,3259.26,0.30000027613655506,270,12.857142857142858,10864.19,11950.61
16652.0,40,9,10776.42,9,10776.42,2010-10-31 15:33:00,2010-03-17 10:22:00,3,4,4,344,103,Lower,10776.42,10776.42,3232.93,0.3000003711807817,229,25.444444444444443,10776.42,11854.06
18087.0,15,15,10705.8,15,10705.8,2010-11-25 12:00:00,2009-12-01 09:43:00,4,4,4,444,104,Lower,10705.8,10705.8,3211.74,0.3,360,24.0,10705.8,11776.38
14299.0,1,19,10533.87,19,10533.87,2010-12-09 10:30:00,2009-12-02 10:58:00,4,4,4,444,105,Lower,10533.87,10533.87,3160.16,0.29999990506812785,372,19.57894736842105,10533.87,11587.26
16191.0,11,11,10497.300000000001,11,10497.300000000001,2010-11-29 11:45:00,2009-12-11 12:24:00,4,4,4,444,106,Lower,10497.300000000001,10497.300000000001,3149.19,0.3,353,32.09090909090909,10497.300000000001,11547.03
17416.0,29,15,10405.03,15,10405.03,2010-11-11 12:47:00,2009-12-14 16:29:00,3,4,4,344,107,Lower,10405.03,10405.03,3121.51,0.30000009610736345,332,22.133333333333333,10405.03,11445.53
14028.0,186,3,10396.5,3,10396.5,2010-06-07 13:33:00,2010-06-07 12:02:00,1,3,4,134,108,Lower,10396.5,10396.5,3118.95,0.3,1,0.3333333333333333,10396.5,11436.15
13027.0,21,13,10327.2,13,10327.2,2010-11-19 15:51:00,2010-01-20 10:41:00,3,4,4,344,109,Lower,10327.2,10327.2,3098.16,0.3,304,23.384615384615383,10327.2,11359.92
17716.0,32,13,10300.98,13,10300.98,2010-11-08 10:45:00,2009-12-02 17:18:00,3,4,4,344,110,Lower,10300.98,10300.98,3090.29,0.29999961168743167,341,26.23076923076923,10300.98,11331.08
17706.0,2,17,10245.49,17,10245.49,2010-12-08 11:04:00,2010-01-19 12:13:00,4,4,4,444,111,Lower,10245.49,10245.49,3073.65,0.30000029281176405,323,19.0,10245.49,11270.04
17340.0,2,8,9935.93,8,9935.93,2010-12-08 15:56:00,2010-02-14 14:54:00,4,4,4,444,112,Lower,9935.93,9935.93,2980.78,0.30000010064483146,298,37.25,9935.93,10929.52
18172.0,23,32,9905.56,32,9905.56,2010-11-17 15:24:00,2009-12-11 09:58:00,3,4,4,344,113,Lower,9905.56,9905.56,2971.67,0.30000020190680793,342,10.6875,9905.56,10896.12
15251.0,50,10,9839.55,10,9839.55,2010-10-21 14:29:00,2010-01-29 12:42:00,3,4,4,344,114,Lower,9839.55,9839.55,2951.86,0.29999949184668,266,26.6,9839.55,10823.5
13225.0,57,9,9796.23,9,9796.23,2010-10-14 16:26:00,2009-12-17 09:09:00,2,4,4,244,115,Lower,9796.23,9796.23,2938.87,0.30000010208008593,302,33.55555555555556,9796.23,10775.85
17133.0,110,5,9730.09,5,9730.09,2010-08-22 13:58:00,2010-03-21 12:31:00,2,4,4,244,116,Lower,9730.09,9730.09,2919.03,0.3000003083219169,155,31.0,9730.09,10703.1
15093.0,8,18,9729.09,18,9729.09,2010-12-02 18:25:00,2009-12-08 12:46:00,4,4,4,444,117,Lower,9729.09,9729.09,2918.73,0.3000003083536076,360,20.0,9729.09,10702.0
14045.0,9,13,9653.28,13,9653.28,2010-12-01 11:32:00,2010-01-08 10:08:00,4,4,4,444,118,Lower,9653.28,9653.28,2895.98,0.2999995856330698,328,25.23076923076923,9653.28,10618.61
13952.0,16,12,9572.45,12,9572.45,2010-11-24 14:29:00,2009-12-16 09:41:00,4,4,4,444,119,Lower,9572.45,9572.45,2871.74,0.3000005223323182,344,28.666666666666668,9572.45,10529.7
14091.0,290,2,9530.08,2,9530.08,2010-02-23 15:17:00,2010-01-10 13:41:00,1,2,4,124,120,Lower,9530.08,9530.08,2859.02,0.29999958027634605,45,22.5,9530.08,10483.09
14952.0,32,21,9529.86,21,9529.86,2010-11-08 12:21:00,2009-12-03 15:34:00,3,4,4,344,121,Lower,9529.86,9529.86,2858.96,0.3000002098666717,340,16.19047619047619,9529.86,10482.85
12714.0,24,7,9384.85,7,9384.85,2010-11-16 18:10:00,2009-12-04 10:00:00,3,4,4,344,122,Lower,9384.85,9384.85,2815.46,0.3000005327735659,348,49.714285714285715,9384.85,10323.34
16843.0,58,19,9374.86,19,9374.86,2010-10-13 10:31:00,2009-12-10 11:40:00,2,4,4,244,123,Lower,9374.86,9374.86,2812.46,0.30000021333651916,307,16.157894736842106,9374.86,10312.35
14961.0,15,13,9365.47,13,9365.47,2010-11-25 09:46:00,2009-12-04 11:32:00,4,4,4,444,124,Lower,9365.47,9365.47,2809.64,0.29999989322479276,356,27.384615384615383,9365.47,10302.02
15291.0,9,26,9178.26,26,9178.26,2010-12-01 09:32:00,2009-12-03 11:09:00,4,4,4,444,125,Lower,9178.26,9178.26,2753.48,0.3000002179062262,363,13.961538461538462,9178.26,10096.09
14040.0,22,23,8963.49,23,8963.49,2010-11-18 13:01:00,2009-12-01 12:14:00,3,4,4,344,126,Lower,8963.49,8963.49,2689.05,0.30000033469106346,353,15.347826086956522,8963.49,9859.84
17139.0,25,13,8915.99,13,8915.99,2010-11-15 12:19:00,2010-01-11 11:31:00,3,4,4,344,127,Lower,8915.99,8915.99,2674.8,0.30000033647413243,309,23.76923076923077,8915.99,9807.59
12980.0,22,12,8870.88,12,8870.88,2010-11-18 14:31:00,2009-12-02 11:26:00,3,4,4,344,128,Lower,8870.88,8870.88,2661.26,0.2999995490864492,352,29.333333333333332,8870.88,9757.97
12540.0,14,16,8854.25,16,8854.25,2010-11-26 10:43:00,2009-12-07 16:56:00,4,4,4,444,129,Lower,8854.25,8854.25,2656.28,0.3000005647005676,354,22.125,8854.25,9739.68
15032.0,2,7,8821.55,7,8821.55,2010-12-08 13:30:00,2009-12-10 15:27:00,4,4,4,444,130,Lower,8821.55,8821.55,2646.46,0.2999994332061826,363,51.857142857142854,8821.55,9703.7
16549.0,33,24,8746.9,24,8746.9,2010-11-07 16:29:00,2010-03-28 15:45:00,3,4,4,344,131,Lower,8746.9,8746.9,2624.07,0.30000000000000004,225,9.375,8746.9,9621.59
