Date,HorizonDays,SeriesKey,Product,Country,ProductCategory,Warehouse,SupplierLane,ABCClass,XYZClass,ABCXYZMatrix,FastMovingItem,SlowMovingItem,DeadStockCandidate,SeasonalProduct,CriticalProduct,HighValueItem,LowValueItem,CurrentStock,EstimatedStock,ForecastDemand,ForecastRevenue,Lower95Demand,Upper95Demand,DailyDemand,WeeklyDemand,MonthlyDemand,AnnualDemand,LeadTime,SupplierLeadTime,HoldingCost,OrderingCost,InventoryCarryingCost,StockValue,SafetyStock,ReorderPoint,ReorderQuantity,EconomicOrderQuantity,InventoryTurnover,DaysOfInventory,ServiceLevel,StockCoverageDays,DemandVariability,LeadTimeVariability,DemandBufferUnits,OptimizedLeadTime,WarehouseAllocationScore,StockoutRiskScore,OverstockRiskScore,DemandSpikeRiskScore,SupplierDelayRiskScore,InventoryAgeRiskScore,StockoutRiskLevel,OverstockRiskLevel,DemandSpikeRiskLevel,SupplierDelayRiskLevel,InventoryAgeRiskLevel,InventoryRiskScore,InventoryRiskLevel,InventoryHealthScore,StockoutCost,TotalInventoryCost,OptimizedInventoryCost,InventorySavings,PotentialRevenueLoss,ExpectedProfitImprovement,UnmetDemandUnits,InboundReceiptUnits,PendingInboundUnits,ReorderToday,HighRiskFlag,PredictedHighRiskProbability,PredictedHighRiskFlag
2010-12-10,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,17401.450707143827,17177.46547429717,223.98523284665885,354.6627580841074,0.0,961.4855415767262,307.2,741.0,9216.0,112128.0,6.0,10.0,10.656104181087102,0.0,10.79505424795293,17679.445573167235,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,56.645347353983816,0.9236783228473672,55.91622875747777,389.9167692130979,3.973150791122216,737.5003087300673,8.808054762663335,56.920586230862455,0.0,24.25828612772836,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,31.842590206781068,Low,100.0,0.0,10.656104181087102,10.016737930221876,0.6393662508652262,0.0,0.6393662508652262,0.0,0.0,0.0,False,0,0.0,0
2010-12-21,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,15147.63736035717,14868.176209161216,279.46115119595464,442.5044517482595,0.0,1016.961459926022,307.2,741.0,9216.0,112128.0,6.0,10.0,9.223528052182866,0.0,9.396892809991089,15302.671541121574,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,49.308715365746,0.9236783228473672,48.39901109753,389.9167692130979,3.973150791122216,737.5003087300674,8.808054762663335,65.95010349337576,0.0,7.553357994511114,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,28.167506017473272,Low,100.0,0.0,9.223528052182866,8.670116369051893,0.5534116831309728,0.0,0.5534116831309728,0.0,0.0,0.0,False,0,0.0,0
2010-12-22,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,14868.176209161216,14623.724938081356,244.45127107986116,387.069097888712,0.0,981.9515798099284,307.2,741.0,9216.0,112128.0,6.0,10.0,9.071881802873044,0.0,9.223528052182866,15051.076627493912,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,48.39901109753,0.9236783228473672,47.60327128281691,389.9167692130979,3.973150791122216,737.5003087300672,8.808054762663335,66.90179149784359,0.0,5.785047295148694,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,27.77847766361354,Low,100.0,0.0,9.071881802873044,8.52756889470066,0.5443129081723832,0.0,0.5443129081723832,0.0,0.0,0.0,False,0,0.0,0
2010-12-23,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,14623.724938081356,14291.366783121855,332.3581549594996,526.2626397802705,0.0,1069.8584636895669,307.2,741.0,9216.0,112128.0,6.0,10.0,8.865702193315293,0.0,9.071881802873044,14709.005911636736,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,47.60327128281691,0.9236783228473672,46.52137624714146,389.9167692130979,3.973150791122216,737.5003087300672,8.808054762663335,68.21012676356162,0.0,3.3808361047587923,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,27.249551201727762,Low,100.0,0.0,8.865702193315293,8.333760061716376,0.5319421315989175,0.0,0.5319421315989175,0.0,0.0,0.0,False,0,0.0,0
2010-12-24,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,14291.366783121855,14057.721421530541,233.64536159131475,369.9588017584363,0.0,971.145670321382,307.2,741.0,9216.0,112128.0,6.0,10.0,8.720759429886645,0.0,8.865702193315293,14468.532690493752,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,46.52137624714146,0.9236783228473672,45.760811919044734,389.9167692130979,3.973150791122216,737.5003087300672,8.808054762663335,69.11259558800343,0.0,1.6906931534327343,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.87771975243603,Low,100.0,0.0,8.720759429886645,8.197513864093445,0.5232455657932,0.0,0.5232455657932,0.0,0.0,0.0,False,0,0.0,0
2010-12-25,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,14057.721421530541,13948.608009204996,109.11341232554578,172.77238890940467,0.0,846.6137210556132,307.2,741.0,9216.0,112128.0,6.0,10.0,8.653070521355016,0.0,8.720759429886645,14356.23063770264,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,45.760811919044734,0.9236783228473672,45.405625029964185,389.9167692130979,3.973150791122216,737.5003087300673,8.808054762663335,69.52528462643241,0.0,0.9013889554759553,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.704072828885536,Low,100.0,0.0,8.653070521355016,8.133886290073715,0.5191842312813009,0.0,0.5191842312813009,0.0,0.0,0.0,False,0,0.0,0
2010-12-26,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,13948.608009204996,13760.86418164764,187.74382755735635,297.2773823011086,0.0,925.2441362874235,307.2,741.0,9216.0,112128.0,6.0,10.0,8.536602944179513,0.0,8.653070521355016,14163.00033920692,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,45.405625029964185,0.9236783228473672,44.79447975796758,389.9167692130979,3.973150791122216,737.5003087300672,8.808054762663335,70.26761400837869,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,8.536602944179513,8.024406767528742,0.5121961766507717,0.0,0.5121961766507717,0.0,0.0,0.0,False,0,0.0,0
2010-12-27,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,13760.86418164764,13556.369915553725,204.49426609391384,323.8003662272895,0.0,941.9945748239812,307.2,741.0,9216.0,112128.0,6.0,10.0,8.409744170561698,0.0,8.536602944179513,13952.53010115918,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,44.79447975796758,0.9236783228473672,44.12880831885978,389.9167692130979,3.973150791122216,737.5003087300674,8.808054762663335,71.06863730406678,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,8.409744170561698,7.905159520327996,0.5045846502337019,0.0,0.5045846502337019,0.0,0.0,0.0,False,0,0.0,0
2010-12-28,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,13556.369915553725,13272.078699985443,284.2912155682826,450.152473585424,0.0,1021.79152429835,307.2,741.0,9216.0,112128.0,6.0,10.0,8.233383064472067,0.0,8.409744170561698,13659.930993328655,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,44.12880831885978,0.9236783228473672,43.203381184848446,389.9167692130979,3.973150791122216,737.5003087300674,8.808054762663335,72.18889680568164,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,8.233383064472067,7.739380080603742,0.49400298386832464,0.0,0.49400298386832464,0.0,0.0,0.0,False,0,0.0,0
2010-12-29,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,13272.078699985443,13022.797364533253,249.28133545218907,394.7171197258765,0.0,986.7816441822564,307.2,741.0,9216.0,112128.0,6.0,10.0,8.078740466880832,0.0,8.233383064472067,13403.364865506835,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,43.203381184848446,0.9236783228473672,42.39191850434002,389.9167692130979,3.973150791122216,737.5003087300673,8.808054762663335,73.15914690131758,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,8.078740466880832,7.5940160388679825,0.48472442801285,0.0,0.48472442801285,0.0,0.0,0.0,False,0,0.0,0
2010-12-30,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,13022.797364533253,12685.609145201426,337.1882193318275,533.910661617435,0.0,1074.6885280618949,307.2,741.0,9216.0,112128.0,6.0,10.0,7.869564509041672,0.0,8.078740466880832,13056.322935455502,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,42.39191850434002,0.9236783228473672,41.29430060286923,389.9167692130979,3.973150791122216,737.5003087300674,8.808054762663335,74.48773215767336,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.869564509041672,7.3973906384991714,0.47217387054250093,0.0,0.47217387054250093,0.0,0.0,0.0,False,0,0.0,0
2010-12-31,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,12685.609145201426,12447.133719237783,238.47542596364272,377.6068235956008,0.0,975.97573469371,307.2,741.0,9216.0,112128.0,6.0,10.0,7.721625397331616,0.0,7.869564509041672,12810.878500118362,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,41.29430060286923,0.9236783228473672,40.51801340897716,389.9167692130979,3.973150791122216,737.5003087300673,8.808054762663335,75.40785939161468,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.721625397331616,7.2583278734917185,0.46329752383989753,0.0,0.46329752383989753,0.0,0.0,0.0,False,0,0.0,0
2011-01-01,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,12447.133719237783,12333.19024253991,113.94347669787376,180.4204107465692,0.0,851.4437854279411,307.2,741.0,9216.0,112128.0,6.0,10.0,7.650940140518576,0.0,7.721625397331616,12693.605233133092,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,40.51801340897716,0.9236783228473672,40.14710365410127,389.9167692130979,3.973150791122216,737.5003087300673,8.808054762663335,75.83768910347936,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.650940140518576,7.191883732087461,0.45905640843111506,0.0,0.45905640843111506,0.0,0.0,0.0,False,0,0.0,0
2011-01-02,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,12333.19024253991,12140.616350610226,192.5738919296843,304.9254041382731,0.0,930.0742006597516,307.2,741.0,9216.0,112128.0,6.0,10.0,7.531476215061664,0.0,7.650940140518576,12495.403720443215,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,40.14710365410127,0.9236783228473672,39.52023551630933,389.9167692130979,3.973150791122216,737.5003087300672,8.808054762663335,76.60012038580265,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.531476215061664,7.079587642157964,0.4518885729036999,0.0,0.4518885729036999,0.0,0.0,0.0,False,0,0.0,0
2011-01-03,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,12140.616350610226,11931.292020143985,209.32433046624175,331.4483880644539,0.0,946.8246391963092,307.2,741.0,9216.0,112128.0,6.0,10.0,7.40162109316244,0.0,7.531476215061664,12279.962268201321,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,39.52023551630933,0.9236783228473672,38.838841211406205,389.9167692130979,3.973150791122216,737.5003087300674,8.808054762663335,77.42038154032585,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.40162109316244,6.957523827572693,0.4440972655897468,0.0,0.4440972655897468,0.0,0.0,0.0,False,0,0.0,0
2011-01-04,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,11931.292020143985,11642.170740203373,289.1212799406105,457.8004954225884,0.0,1026.6215886706775,307.2,741.0,9216.0,112128.0,6.0,10.0,7.222263638791399,0.0,7.40162109316244,11982.391946176638,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,38.838841211406205,0.9236783228473672,37.89769121159952,389.9167692130979,3.973150791122216,737.500308730067,8.808054762663335,78.56097664862496,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.222263638791399,6.788927820463915,0.43333581832748447,0.0,0.43333581832748447,0.0,0.0,0.0,False,0,0.0,0
2011-01-05,30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,WH-UK-01,SUP-UNI-DEC,B,Z,B-Z,True,False,False,True,False,True,False,11642.170740203373,11388.059340378857,254.11139982451704,402.36514156304094,0.0,991.6117085545844,307.2,741.0,9216.0,112128.0,6.0,10.0,7.0646246929187555,0.0,7.222263638791399,11720.854604160662,2481.4429905905376,5553.442990590538,0.0,5958.995988956786,6.443600702438449,37.89769121159952,0.9236783228473672,37.07050566529576,389.9167692130979,3.973150791122216,737.5003087300674,8.808054762663335,79.5497221951487,0.0,0.0,100.0,61.79863093341662,0.0,Low,Low,Critical,High,Low,26.505767258680827,Low,100.0,0.0,7.0646246929187555,6.64074721134363,0.4238774815751256,0.0,0.4238774815751256,0.0,0.0,0.0,False,0,0.0,0
