Date,SeriesKey,Product,Country,ProductCategory,Fold,Model,Configuration,Actual,Forecast,Residual,ResidualStd,Lower95,Upper95
2010-09-11,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,0.0,16.235534475766997,-16.235534475766997,376.27566771942213,0.0,753.7358432058343
2010-09-26,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,100.0,79.74833737097572,20.25166262902428,376.27566771942213,0.0,817.248646101043
2010-09-27,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,72.0,105.23273688264486,-33.23273688264486,376.27566771942213,0.0,842.7330456127122
2010-09-28,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,104.0,124.55811832601003,-20.55811832601003,376.27566771942213,0.0,862.0584270560773
2010-09-29,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,200.0,118.70894115985546,81.29105884014454,376.27566771942213,0.0,856.2092498899228
2010-09-30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,0.0,145.9899811324463,-145.9899811324463,376.27566771942213,0.0,883.4902898625137
2010-10-01,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,79.0,87.50228763717145,-8.502287637171449,376.27566771942213,0.0,825.0025963672388
2010-10-02,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,0.0,19.72531360224849,-19.72531360224849,376.27566771942213,0.0,757.2256223323159
2010-10-03,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,110.0,80.91159707980287,29.088402920197126,376.27566771942213,0.0,818.4119058098702
2010-10-04,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,144.0,106.39599659147203,37.60400340852797,376.27566771942213,0.0,843.8963053215393
2010-10-05,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,344.0,125.72137803483722,218.27862196516278,376.27566771942213,0.0,863.2216867649046
2010-10-06,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,0.0,119.87220086868263,-119.87220086868263,376.27566771942213,0.0,857.37250959875
2010-10-07,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,161.0,147.1532408412735,13.846759158726513,376.27566771942213,0.0,884.6535495713408
2010-10-08,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,8.0,88.66554734599862,-80.66554734599862,376.27566771942213,0.0,826.1658560760659
2010-10-09,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,0.0,20.88857331107566,-20.88857331107566,376.27566771942213,0.0,758.388882041143
2010-10-10,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,1,Holt-Winters,default,80.0,82.07485678863003,-2.0748567886300293,376.27566771942213,0.0,819.5751655186973
2010-10-11,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,216.0,113.78652238457313,102.21347761542687,376.27566771942213,0.0,851.2868311146404
2010-10-12,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,870.0,164.34985757084922,705.6501424291507,376.27566771942213,0.0,901.8501663009165
2010-10-13,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,385.0,129.59960252328986,255.40039747671014,376.27566771942213,0.0,867.0999112533572
2010-10-14,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,536.0,152.66214478312992,383.3378552168701,376.27566771942213,0.0,890.1624535131973
2010-10-15,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,130.0,95.06833891796788,34.93166108203212,376.27566771942213,0.0,832.5686476480353
2010-10-16,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,0.0,26.943283101902566,-26.943283101902566,376.27566771942213,0.0,764.4435918319699
2010-10-17,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,124.0,91.41145803619683,32.588541963803166,376.27566771942213,0.0,828.9117667662641
2010-10-18,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,56.0,115.41943798957783,-59.41943798957783,376.27566771942213,0.0,852.9197467196452
2010-10-19,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,64.0,165.9827731758539,-101.98277317585391,376.27566771942213,0.0,903.4830819059213
2010-10-20,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,200.0,131.23251812829454,68.76748187170546,376.27566771942213,0.0,868.7328268583619
2010-10-21,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,80.0,154.29506038813463,-74.29506038813463,376.27566771942213,0.0,891.795369118202
2010-10-22,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,1256.0,96.70125452297256,1159.2987454770275,376.27566771942213,0.0,834.2015632530399
2010-10-23,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,0.0,28.57619870690725,-28.57619870690725,376.27566771942213,0.0,766.0765074369746
2010-10-24,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,72.0,93.04437364120153,-21.04437364120153,376.27566771942213,0.0,830.5446823712689
2010-10-25,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,144.0,117.05235359458251,26.947646405417487,376.27566771942213,0.0,854.5526623246499
2010-10-26,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,101.0,167.6156887808586,-66.61568878085859,376.27566771942213,0.0,905.1159975109259
2010-10-27,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,24.0,132.86543373329923,-108.86543373329923,376.27566771942213,0.0,870.3657424633666
2010-10-28,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,144.0,155.9279759931393,-11.927975993139313,376.27566771942213,0.0,893.4282847232066
2010-10-29,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,346.0,98.33417012797725,247.66582987202275,376.27566771942213,0.0,835.8344788580446
2010-10-30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,0.0,30.209114311911947,-30.209114311911947,376.27566771942213,0.0,767.7094230419793
2010-10-31,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,168.0,94.67728924620621,73.32271075379379,376.27566771942213,0.0,832.1775979762735
2010-11-01,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,48.0,118.6852691995872,-70.6852691995872,376.27566771942213,0.0,856.1855779296545
2010-11-02,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,336.0,169.2486043858633,166.7513956141367,376.27566771942213,0.0,906.7489131159307
2010-11-03,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,120.0,134.4983493383039,-14.49834933830391,376.27566771942213,0.0,871.9986580683712
2010-11-04,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,268.0,157.560891598144,110.439108401856,376.27566771942213,0.0,895.0612003282113
2010-11-05,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,32.0,99.96708573298193,-67.96708573298193,376.27566771942213,0.0,837.4673944630492
2010-11-06,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,0.0,31.84202991691663,-31.84202991691663,376.27566771942213,0.0,769.342338646984
2010-11-07,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,132.0,96.3102048512109,35.6897951487891,376.27566771942213,0.0,833.8105135812782
2010-11-08,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,80.0,120.3181848045919,-40.318184804591894,376.27566771942213,0.0,857.8184935346592
2010-11-09,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,2,Holt-Winters,default,179.0,170.881519990868,8.118480009132014,376.27566771942213,0.0,908.3818287209353
2010-11-10,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,1173.0,168.01943694444427,1004.9805630555558,376.27566771942213,0.0,905.5197456745116
2010-11-11,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,3128.0,196.84286016435144,2931.1571398356486,376.27566771942213,0.0,934.3431688944188
2010-11-12,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,880.0,166.066655193933,713.933344806067,376.27566771942213,0.0,903.5669639240003
2010-11-13,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,0.0,56.53969034337128,-56.53969034337128,376.27566771942213,0.0,794.0399990734386
2010-11-14,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,128.0,127.61522719380503,0.3847728061949738,376.27566771942213,0.0,865.1155359238724
2010-11-15,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,76.0,147.85310187753248,-71.85310187753248,376.27566771942213,0.0,885.3534106075998
2010-11-16,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,388.0,218.7941289791074,169.2058710208926,376.27566771942213,0.0,956.2944377091748
2010-11-17,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,189.0,171.07498071913756,17.925019280862443,376.27566771942213,0.0,908.5752894492049
2010-11-18,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,302.0,199.89840393904475,102.10159606095525,376.27566771942213,0.0,937.3987126691121
2010-11-19,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,129.0,169.1221989686263,-40.12219896862629,376.27566771942213,0.0,906.6225076986937
2010-11-20,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,0.0,59.59523411806457,-59.59523411806457,376.27566771942213,0.0,797.0955428481319
2010-11-21,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,280.0,130.67077096849835,149.32922903150165,376.27566771942213,0.0,868.1710796985657
2010-11-22,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,144.0,150.90864565222577,-6.908645652225772,376.27566771942213,0.0,888.4089543822931
2010-11-23,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,404.0,221.84967275380072,182.15032724619928,376.27566771942213,0.0,959.3499814838681
2010-11-24,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,35.0,174.13052449383085,-139.13052449383085,376.27566771942213,0.0,911.6308332238982
2010-11-25,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,160.0,202.95394771373805,-42.953947713738046,376.27566771942213,0.0,940.4542564438054
2010-11-26,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,33.0,172.1777427433196,-139.1777427433196,376.27566771942213,0.0,909.678051473387
2010-11-27,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,0.0,62.65077789275786,-62.65077789275786,376.27566771942213,0.0,800.1510866228252
2010-11-28,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,51.0,133.72631474319164,-82.72631474319164,376.27566771942213,0.0,871.226623473259
2010-11-29,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,136.0,153.9641894269191,-17.96418942691909,376.27566771942213,0.0,891.4644981569865
2010-11-30,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,120.0,224.905216528494,-104.90521652849401,376.27566771942213,0.0,962.4055252585613
2010-12-01,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,216.0,177.18606826852417,38.81393173147583,376.27566771942213,0.0,914.6863769985915
2010-12-02,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,503.0,206.00949148843134,296.9905085115687,376.27566771942213,0.0,943.5098002184986
2010-12-03,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,32.0,175.2332865180129,-143.2332865180129,376.27566771942213,0.0,912.7335952480803
2010-12-04,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,0.0,65.70632166745118,-65.70632166745118,376.27566771942213,0.0,803.2066303975186
2010-12-05,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,129.0,136.78185851788493,-7.7818585178849276,376.27566771942213,0.0,874.2821672479522
2010-12-06,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,114.0,157.01973320161238,-43.01973320161238,376.27566771942213,0.0,894.5200419316798
2010-12-07,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,271.0,227.96076030318733,43.03923969681267,376.27566771942213,0.0,965.4610690332547
2010-12-08,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,75.0,180.24161204321746,-105.24161204321746,376.27566771942213,0.0,917.7419207732848
2010-12-09,ASSORTED COLOUR BIRD ORNAMENT | United Kingdom | Decor,ASSORTED COLOUR BIRD ORNAMENT,United Kingdom,Decor,3,Holt-Winters,default,120.0,209.06503526312466,-89.06503526312466,376.27566771942213,0.0,946.565343993192
2010-09-11,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,225.0260516292585,-225.0260516292585,890.3507748486596,0.0,1970.1135703326313
2010-09-12,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,252.89052812260275,-252.89052812260275,890.3507748486596,0.0,1997.9780468259755
2010-09-13,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,259.86427713189755,-259.86427713189755,890.3507748486596,0.0,2004.9517958352703
2010-09-14,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,245.01807647759554,-245.01807647759554,890.3507748486596,0.0,1990.1055951809683
2010-09-15,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,267.69326269414427,-267.69326269414427,890.3507748486596,0.0,2012.780781397517
2010-09-16,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,36.0,363.1703478898287,-327.1703478898287,890.3507748486596,0.0,2108.2578665932015
2010-09-17,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,353.04747496442025,-353.04747496442025,890.3507748486596,0.0,2098.134993667793
2010-09-18,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,234.2787077025698,-234.2787077025698,890.3507748486596,0.0,1979.3662264059426
2010-09-19,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,38.0,262.14318419591405,-224.14318419591405,890.3507748486596,0.0,2007.2307028992868
2010-09-20,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,269.11693320520885,-269.11693320520885,890.3507748486596,0.0,2014.2044519085816
2010-09-21,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,144.0,254.27073255090684,-110.27073255090684,890.3507748486596,0.0,1999.3582512542796
2010-09-22,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,276.94591876745557,-276.94591876745557,890.3507748486596,0.0,2022.0334374708284
2010-09-23,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,7.0,372.42300396314,-365.42300396314,890.3507748486596,0.0,2117.5105226665128
2010-09-24,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,362.3001310377315,-362.3001310377315,890.3507748486596,0.0,2107.3876497411043
2010-09-25,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,243.53136377588103,-243.53136377588103,890.3507748486596,0.0,1988.618882479254
2010-09-26,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,756.0,271.3958402692253,484.6041597307747,890.3507748486596,0.0,2016.4833589725981
2010-09-27,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,54.0,278.36958927852015,-224.36958927852015,890.3507748486596,0.0,2023.457107981893
2010-09-28,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,72.0,263.5233886242181,-191.52338862421811,890.3507748486596,0.0,2008.610907327591
2010-09-29,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,286.19857484076687,-286.19857484076687,890.3507748486596,0.0,2031.2860935441397
2010-09-30,BROCADE RING PURSE  | United Kingdom | Accessories,BROCADE RING PURSE ,United Kingdom,Accessories,1,Holt-Winters,default,0.0,381.6756600364513,-381.6756600364513,890.3507748486596,0.0,2126.763178739824
