CustomerID,ChurnProbability,RetentionProbability,NextPurchaseProbability,RiskCategory,PredictedChurn,PredictedChurnLabel,RiskScore,ProbabilityConfidence
14040,0.055822355810914104,0.9441776441890859,0.9368,Low,1,Churn,5.58,0.969764689939366
17139,0.07061435581091413,0.9293856441890859,0.9102,Low,1,Churn,7.06,0.969764689939366
12980,0.07357835581091399,0.926421644189086,0.8938,Low,1,Churn,7.36,0.969764689939366
12540,0.050162355810914105,0.9498376441890859,0.9315,Low,1,Churn,5.02,0.969764689939366
15032,0.06402235581091409,0.9359776441890859,0.879,Low,1,Churn,6.4,0.969764689939366
16549,0.06889835581091397,0.931101644189086,0.9262,Low,1,Churn,6.89,0.969764689939366
15358,0.020194355810914,0.979805644189086,0.9713,Low,1,Churn,2.02,0.969764689939366
15738,0.031462355810914056,0.9685376441890859,0.9623,Low,1,Churn,3.15,0.969764689939366
14160,0.7057787685518073,0.29422123144819273,0.4615,High,1,Churn,70.58,0.9460153808433736
16133,0.039998355810914044,0.960001644189086,0.9551,Low,1,Churn,4.0,0.969764689939366
15044,0.04858235581091408,0.9514176441890859,0.939,Low,1,Churn,4.86,0.969764689939366
14739,0.027798355810914055,0.972201644189086,0.9609,Low,1,Churn,2.78,0.969764689939366
16126,0.06724635581091398,0.932753644189086,0.8938,Low,1,Churn,6.72,0.969764689939366
13178,0.09259035581091402,0.907409644189086,0.8721,Low,1,Churn,9.26,0.969764689939366
13206,0.08374235581091405,0.916257644189086,0.8948,Low,1,Churn,8.37,0.969764689939366
16656,0.10073035581091405,0.899269644189086,0.8708,Low,1,Churn,10.07,0.969764689939366
15601,0.039414355810914126,0.9605856441890859,0.9433,Low,1,Churn,3.94,0.969764689939366
15078,0.027830355810913976,0.972169644189086,0.9633,Low,1,Churn,2.78,0.969764689939366
14849,0.035518355810914004,0.964481644189086,0.9565,Low,1,Churn,3.55,0.969764689939366
13013,0.03436635581091407,0.9656336441890859,0.9537,Low,1,Churn,3.44,0.969764689939366
15382,0.09174635581091406,0.9082536441890859,0.836,Low,1,Churn,9.17,0.969764689939366
16782,0.018230355810914256,0.9817696441890857,0.9767,Low,1,Churn,1.82,0.969764689939366
12437,0.07003835581091411,0.9299616441890859,0.9197,Low,1,Churn,7.0,0.969764689939366
17581,0.03464635581091402,0.965353644189086,0.9562,Low,1,Churn,3.46,0.969764689939366
13680,0.6827747685518072,0.3172252314481928,0.4726,High,1,Churn,68.28,0.9460153808433736
14828,0.08231035581091406,0.9176896441890859,0.8817,Low,1,Churn,8.23,0.969764689939366
15005,0.02037435581091418,0.9796256441890858,0.9757,Low,1,Churn,2.04,0.969764689939366
13468,0.0237343558109141,0.9762656441890859,0.9741,Low,1,Churn,2.37,0.969764689939366
16713,0.026202355810914124,0.9737976441890859,0.9621,Low,1,Churn,2.62,0.969764689939366
17858,0.031866355810914015,0.968133644189086,0.9573,Low,1,Churn,3.19,0.969764689939366
13162,0.06177035581091417,0.9382296441890858,0.913,Low,1,Churn,6.18,0.969764689939366
12668,0.0948903558109141,0.9051096441890859,0.837,Low,1,Churn,9.49,0.969764689939366
14607,0.6818147685518072,0.3181852314481928,0.4745,High,1,Churn,68.18,0.9460153808433736
18225,0.027442355810914032,0.972557644189086,0.9553,Low,1,Churn,2.74,0.969764689939366
18223,0.07330635581091416,0.9266936441890858,0.8992,Low,1,Churn,7.33,0.969764689939366
17364,0.04668635581091407,0.9533136441890859,0.9392,Low,1,Churn,4.67,0.969764689939366
16873,0.14776235581091413,0.8522376441890859,0.7848,Low,1,Churn,14.78,0.969764689939366
14049,0.0822343558109141,0.9177656441890859,0.8837,Low,1,Churn,8.22,0.969764689939366
15497,0.09351035581091405,0.906489644189086,0.8504,Low,1,Churn,9.35,0.969764689939366
15260,0.03504635581091409,0.9649536441890859,0.9553,Low,1,Churn,3.5,0.969764689939366
13715,0.04226635581091398,0.957733644189086,0.9413,Low,1,Churn,4.23,0.969764689939366
14194,0.07077035581091418,0.9292296441890858,0.9129,Low,1,Churn,7.08,0.969764689939366
13097,0.06445835581091408,0.9355416441890859,0.9216,Low,1,Churn,6.45,0.969764689939366
18260,0.043370355810914196,0.9566296441890858,0.9422,Low,1,Churn,4.34,0.969764689939366
14110,0.10201835581091412,0.8979816441890859,0.8874,Low,1,Churn,10.2,0.969764689939366
15555,0.020774355810914025,0.979225644189086,0.9714,Low,1,Churn,2.08,0.969764689939366
12476,0.08198635581091396,0.918013644189086,0.8973,Low,1,Churn,8.2,0.969764689939366
14426,0.11463835581091408,0.8853616441890859,0.8347,Low,1,Churn,11.46,0.969764689939366
16161,0.026070355810914103,0.9739296441890859,0.9693,Low,1,Churn,2.61,0.969764689939366
13316,0.11248235581091415,0.8875176441890859,0.827,Low,1,Churn,11.25,0.969764689939366
12433,0.08051035581091415,0.9194896441890859,0.8541,Low,1,Churn,8.05,0.969764689939366
12583,0.047750355810914136,0.9522496441890859,0.9286,Low,1,Churn,4.78,0.969764689939366
12758,0.7116067685518073,0.2883932314481928,0.4095,High,1,Churn,71.16,0.9460153808433736
18092,0.05873435581091413,0.9412656441890859,0.8821,Low,1,Churn,5.87,0.969764689939366
16550,0.03734635581091417,0.9626536441890858,0.9425,Low,1,Churn,3.73,0.969764689939366
14016,0.11118235581091407,0.8888176441890859,0.8323,Low,1,Churn,11.12,0.969764689939366
12477,0.18289435581091407,0.8171056441890859,0.6898,Low,1,Churn,18.29,0.969764689939366
17409,0.1278663558109141,0.8721336441890859,0.8162,Low,1,Churn,12.79,0.969764689939366
12380,0.6863507685512976,0.3136492314487024,0.4676,High,1,Churn,68.64,0.9460153808405423
12731,0.18611835581091418,0.8138816441890858,0.6962,Low,1,Churn,18.61,0.969764689939366
13735,0.06951835581091403,0.930481644189086,0.8894,Low,1,Churn,6.95,0.969764689939366
15874,0.06719435581091404,0.932805644189086,0.9148,Low,1,Churn,6.72,0.969764689939366
16327,0.04890635581091396,0.951093644189086,0.9195,Low,1,Churn,4.89,0.969764689939366
16168,0.026150355810914072,0.9738496441890859,0.972,Low,1,Churn,2.62,0.969764689939366
15413,0.7383027685518072,0.2616972314481928,0.41,High,1,Churn,73.83,0.9460153808433736
14051,0.03149835581091409,0.9685016441890859,0.9497,Low,1,Churn,3.15,0.969764689939366
14439,0.18897835581091404,0.811021644189086,0.7088,Low,1,Churn,18.9,0.969764689939366
12481,0.0695823558109141,0.9304176441890859,0.8691,Low,1,Churn,6.96,0.969764689939366
16258,0.0773503558109142,0.9226496441890858,0.8951,Low,1,Churn,7.74,0.969764689939366
12557,0.11546235581091402,0.884537644189086,0.7829,Low,1,Churn,11.55,0.969764689939366
13734,0.7307907685518072,0.26920923144819275,0.3894,High,1,Churn,73.08,0.9460153808433736
17160,0.05729035581091402,0.942709644189086,0.91,Low,1,Churn,5.73,0.969764689939366
18226,0.04986235581091414,0.9501376441890859,0.9361,Low,1,Churn,4.99,0.969764689939366
15296,0.1407503558109141,0.8592496441890859,0.7928,Low,1,Churn,14.08,0.969764689939366
12524,0.08424235581091422,0.9157576441890858,0.8814,Low,1,Churn,8.42,0.969764689939366
13668,0.06357835581091409,0.9364216441890859,0.9171,Low,1,Churn,6.36,0.969764689939366
12989,0.09808235581091396,0.901917644189086,0.8867,Low,1,Churn,9.81,0.969764689939366
13174,0.05274235581091413,0.9472576441890859,0.9117,Low,1,Churn,5.27,0.969764689939366
13488,0.04291435581091407,0.9570856441890859,0.9292,Low,1,Churn,4.29,0.969764689939366
13199,0.021782355810914145,0.9782176441890859,0.9735,Low,1,Churn,2.18,0.969764689939366
14733,0.09415835581091403,0.905841644189086,0.8381,Low,1,Churn,9.42,0.969764689939366
17504,0.07460235581091412,0.9253976441890859,0.887,Low,1,Churn,7.46,0.969764689939366
13050,0.026282355810913982,0.973717644189086,0.9627,Low,1,Churn,2.63,0.969764689939366
14866,0.05035035581091407,0.9496496441890859,0.9166,Low,1,Churn,5.04,0.969764689939366
16131,0.09522635581091399,0.904773644189086,0.8316,Low,1,Churn,9.52,0.969764689939366
13113,0.03145835581091405,0.968541644189086,0.9517,Low,1,Churn,3.15,0.969764689939366
17085,0.042866355810914025,0.957133644189086,0.9494,Low,1,Churn,4.29,0.969764689939366
13327,0.029950355810913987,0.970049644189086,0.9512,Low,1,Churn,3.0,0.969764689939366
15369,0.671378767972421,0.328621232027579,0.5029,High,1,Churn,67.14,0.9460153776245614
13758,0.046994355810914046,0.953005644189086,0.9159,Low,1,Churn,4.7,0.969764689939366
15281,0.07377035581091407,0.9262296441890859,0.8963,Low,1,Churn,7.38,0.969764689939366
14735,0.060406355810914025,0.939593644189086,0.9322,Low,1,Churn,6.04,0.969764689939366
15270,0.08564235581091406,0.9143576441890859,0.8894,Low,1,Churn,8.56,0.969764689939366
14415,0.0683583558109141,0.9316416441890859,0.8969,Low,1,Churn,6.84,0.969764689939366
13935,0.7707627685518073,0.22923723144819275,0.3305,High,1,Churn,77.08,0.9460153808433736
12435,0.15530235581091412,0.8446976441890859,0.7421,Low,1,Churn,15.53,0.969764689939366
16923,0.050998355810914164,0.9490016441890858,0.9298,Low,1,Churn,5.1,0.969764689939366
13418,0.04245835581091406,0.9575416441890859,0.9392,Low,1,Churn,4.25,0.969764689939366
16709,0.07387835581091406,0.9261216441890859,0.8843,Low,1,Churn,7.39,0.969764689939366
14505,0.09573035581091416,0.9042696441890858,0.8753,Low,1,Churn,9.57,0.969764689939366
13941,0.05372235581091411,0.9462776441890859,0.9127,Low,1,Churn,5.37,0.969764689939366
14422,0.050658355810914046,0.949341644189086,0.9266,Low,1,Churn,5.07,0.969764689939366
15202,0.18361435581091412,0.8163856441890859,0.7226,Low,1,Churn,18.36,0.969764689939366
12835,0.09188235581091408,0.9081176441890859,0.9039,Low,1,Churn,9.19,0.969764689939366
16180,0.7056107678177376,0.29438923218226243,0.4375,High,1,Churn,70.56,0.9460153767652086
13004,0.06219835581091404,0.937801644189086,0.9237,Low,1,Churn,6.22,0.969764689939366
15981,0.08613435581091422,0.9138656441890858,0.8913,Low,1,Churn,8.61,0.969764689939366
17809,0.051042355810913986,0.948957644189086,0.9173,Low,1,Churn,5.1,0.969764689939366
16984,0.11636235581091414,0.8836376441890859,0.8326,Low,1,Churn,11.64,0.969764689939366
14855,0.708670768529045,0.29132923147095496,0.4295,High,1,Churn,70.87,0.9460153807169169
13615,0.11539435581091406,0.8846056441890859,0.8271,Low,1,Churn,11.54,0.969764689939366
14030,0.03391835581091407,0.9660816441890859,0.9463,Low,1,Churn,3.39,0.969764689939366
14676,0.11841035581091419,0.8815896441890858,0.818,Low,1,Churn,11.84,0.969764689939366
16814,0.03636235581091407,0.9636376441890859,0.9499,Low,1,Churn,3.64,0.969764689939366
17230,0.6874107685518072,0.3125892314481928,0.4869,High,1,Churn,68.74,0.9460153808433736
15984,0.03015435581091408,0.9698456441890859,0.9607,Low,1,Churn,3.02,0.969764689939366
16839,0.0483783558109141,0.9516216441890859,0.923,Low,1,Churn,4.84,0.969764689939366
15218,0.07959835581091401,0.920401644189086,0.8922,Low,1,Churn,7.96,0.969764689939366
13448,0.06477035581091406,0.9352296441890859,0.8933,Low,1,Churn,6.48,0.969764689939366
12539,0.22617435581091416,0.7738256441890858,0.631,Low,1,Churn,22.62,0.969764689939366
14085,0.03526235581091397,0.964737644189086,0.9488,Low,1,Churn,3.53,0.969764689939366
13999,0.04504235581091409,0.9549576441890859,0.9392,Low,1,Churn,4.5,0.969764689939366
15144,0.06111035581091406,0.9388896441890859,0.9136,Low,1,Churn,6.11,0.969764689939366
13629,0.13124235581091404,0.868757644189086,0.7934,Low,1,Churn,13.12,0.969764689939366
13047,0.04336635581091408,0.9566336441890859,0.9403,Low,1,Churn,4.34,0.969764689939366
16558,0.027274355810914086,0.9727256441890859,0.9613,Low,1,Churn,2.73,0.969764689939366
15125,0.6751627683582718,0.3248372316417282,0.498,High,1,Churn,67.52,0.9460153797681767
16985,0.05547435581091398,0.944525644189086,0.9212,Low,1,Churn,5.55,0.969764689939366
17017,0.033650355810914134,0.9663496441890859,0.943,Low,1,Churn,3.37,0.969764689939366
14249,0.09599435581091409,0.9040056441890859,0.8815,Low,1,Churn,9.6,0.969764689939366
17338,0.06592235581091399,0.934077644189086,0.8995,Low,1,Churn,6.59,0.969764689939366
17696,0.05666635581091406,0.9433336441890859,0.9311,Low,1,Churn,5.67,0.969764689939366
15950,0.09417435581091405,0.905825644189086,0.8366,Low,1,Churn,9.42,0.969764689939366
15480,0.7375987685518067,0.2624012314481933,0.3577,High,1,Churn,73.76,0.9460153808433707
15023,0.05222635581091417,0.9477736441890858,0.9146,Low,1,Churn,5.22,0.969764689939366
15179,0.10066235581091398,0.899337644189086,0.8471,Low,1,Churn,10.07,0.969764689939366
15465,0.03959035581091408,0.9604096441890859,0.9415,Low,1,Churn,3.96,0.969764689939366
13102,0.028218355810914142,0.9717816441890859,0.958,Low,1,Churn,2.82,0.969764689939366
13141,0.07174635581091404,0.928253644189086,0.9022,Low,1,Churn,7.17,0.969764689939366
17576,0.02207035581091399,0.977929644189086,0.9703,Low,1,Churn,2.21,0.969764689939366
14146,0.09739035581091415,0.9026096441890858,0.8457,Low,1,Churn,9.74,0.969764689939366
17107,0.15842235581091402,0.841577644189086,0.7374,Low,1,Churn,15.84,0.969764689939366
14113,0.056922355810914205,0.9430776441890858,0.9163,Low,1,Churn,5.69,0.969764689939366
13267,0.02935835581091406,0.9706416441890859,0.9567,Low,1,Churn,2.94,0.969764689939366
15867,0.03671435581091398,0.963285644189086,0.9487,Low,1,Churn,3.67,0.969764689939366
12755,0.0468263558109141,0.9531736441890859,0.9119,Low,1,Churn,4.68,0.969764689939366
12497,0.224358355810914,0.775641644189086,0.6091,Low,1,Churn,22.44,0.969764689939366
15998,0.08554635581091408,0.9144536441890859,0.8841,Low,1,Churn,8.55,0.969764689939366
13090,0.029442355810914034,0.970557644189086,0.9569,Low,1,Churn,2.94,0.969764689939366
13069,0.03456635581091394,0.9654336441890861,0.9562,Low,1,Churn,3.46,0.969764689939366
15719,0.057842355810914126,0.9421576441890859,0.9251,Low,1,Churn,5.78,0.969764689939366
15547,0.05870635581091399,0.941293644189086,0.915,Low,1,Churn,5.87,0.969764689939366
14154,0.105346355810914,0.894653644189086,0.8245,Low,1,Churn,10.53,0.969764689939366
15570,0.03897435581091413,0.9610256441890859,0.9463,Low,1,Churn,3.9,0.969764689939366
17146,0.12256635581091413,0.8774336441890859,0.8443,Low,1,Churn,12.26,0.969764689939366
14769,0.09194235581091403,0.908057644189086,0.8667,Low,1,Churn,9.19,0.969764689939366
12747,0.038846355810914,0.961153644189086,0.9434,Low,1,Churn,3.88,0.969764689939366
12474,0.056606355810914,0.943393644189086,0.9229,Low,1,Churn,5.66,0.969764689939366
16186,0.045034355810914084,0.9549656441890859,0.9329,Low,1,Churn,4.5,0.969764689939366
13599,0.03489835581091416,0.9651016441890858,0.9441,Low,1,Churn,3.49,0.969764689939366
16170,0.08064235581091406,0.9193576441890859,0.8989,Low,1,Churn,8.06,0.969764689939366
14755,0.062158355810914,0.937841644189086,0.917,Low,1,Churn,6.22,0.969764689939366
12643,0.10810235581091399,0.891897644189086,0.8261,Low,1,Churn,10.81,0.969764689939366
14135,0.046174355810914114,0.9538256441890859,0.9228,Low,1,Churn,4.62,0.969764689939366
17739,0.058658355810914053,0.941341644189086,0.91,Low,1,Churn,5.87,0.969764689939366
13869,0.10562235581091406,0.8943776441890859,0.8248,Low,1,Churn,10.56,0.969764689939366
14329,0.07597835581091406,0.9240216441890859,0.8743,Low,1,Churn,7.6,0.969764689939366
12705,0.11435035581091413,0.8856496441890859,0.8187,Low,1,Churn,11.44,0.969764689939366
15332,0.0682343558109142,0.9317656441890858,0.8834,Low,1,Churn,6.82,0.969764689939366
12843,0.055138355810914086,0.9448616441890859,0.9356,Low,1,Churn,5.51,0.969764689939366
16008,0.07109435581091406,0.9289056441890859,0.8981,Low,1,Churn,7.11,0.969764689939366
14243,0.048194355810914136,0.9518056441890859,0.9212,Low,1,Churn,4.82,0.969764689939366
