CustomerID,Recency,Frequency,Monetary,Orders,Revenue,LastPurchase,FirstPurchase,R_score,F_score,M_score,RFM_Score,CustomerRank,CustomerTier
12471.0,10,49,20129.54,49,20129.54,2010-11-30 14:35:00,2009-12-07 10:41:00,4,4,4,444,43,Lower
16013.0,7,39,20009.84,39,20009.84,2010-12-03 13:10:00,2009-12-08 10:24:00,4,4,4,444,44,Lower
15039.0,4,47,19960.3,47,19960.3,2010-12-06 11:26:00,2009-12-10 11:39:00,4,4,4,444,45,Lower
17381.0,4,12,19726.76,12,19726.76,2010-12-06 09:45:00,2010-06-09 12:55:00,4,4,4,444,46,Lower
12415.0,11,7,19543.84,7,19543.84,2010-11-29 15:07:00,2010-06-30 08:30:00,4,4,4,444,47,Lower
14258.0,31,16,19381.36,16,19381.36,2010-11-09 10:08:00,2009-12-04 08:36:00,3,4,4,344,48,Lower
12921.0,2,39,19333.95,39,19333.95,2010-12-08 10:14:00,2009-12-01 13:43:00,4,4,4,444,49,Lower
14527.0,1,69,19257.08,69,19257.08,2010-12-09 12:32:00,2009-12-02 12:06:00,4,4,4,444,50,Lower
14606.0,2,102,18482.1,102,18482.1,2010-12-08 12:08:00,2009-12-03 12:40:00,4,4,4,444,51,Lower
13767.0,5,39,18320.170000000002,39,18320.170000000002,2010-12-05 13:29:00,2009-12-01 10:52:00,4,4,4,444,52,Lower
17675.0,3,40,17885.32,40,17885.32,2010-12-07 13:22:00,2009-12-10 16:10:00,4,4,4,444,53,Lower
15856.0,1,26,17703.63,26,17703.63,2010-12-09 13:34:00,2009-12-03 14:02:00,4,4,4,444,54,Lower
18008.0,51,14,17642.89,14,17642.89,2010-10-20 14:28:00,2010-01-06 12:35:00,3,4,4,344,55,Lower
16210.0,4,19,17403.21,19,17403.21,2010-12-06 11:06:00,2009-12-02 12:54:00,4,4,4,444,56,Lower
12681.0,3,24,17080.74,24,17080.74,2010-12-07 10:08:00,2009-12-13 13:31:00,4,4,4,444,57,Lower
13078.0,2,32,16904.510000000002,32,16904.510000000002,2010-12-08 09:07:00,2009-12-01 09:06:00,4,4,4,444,58,Lower
15523.0,24,15,16847.18,15,16847.18,2010-11-16 15:27:00,2009-12-02 15:16:00,3,4,4,344,59,Lower
12678.0,11,9,16652.72,9,16652.72,2010-11-29 09:55:00,2010-01-07 16:46:00,4,4,4,444,60,Lower
17404.0,45,8,15874.300000000001,8,15874.300000000001,2010-10-26 15:48:00,2010-01-07 11:31:00,3,4,4,344,61,Lower
17865.0,11,26,15785.87,26,15785.87,2010-11-29 10:37:00,2009-12-01 10:49:00,4,4,4,444,62,Lower
13564.0,4,35,15310.35,35,15310.35,2010-12-06 17:26:00,2009-12-02 11:55:00,4,4,4,444,63,Lower
14062.0,10,12,15120.800000000001,12,15120.800000000001,2010-11-30 11:00:00,2009-12-10 14:28:00,4,4,4,444,64,Lower
15768.0,112,31,14687.06,31,14687.06,2010-08-20 15:58:00,2009-12-03 12:10:00,2,4,4,244,65,Lower
17428.0,4,18,14562.91,18,14562.91,2010-12-06 09:37:00,2009-12-01 17:28:00,4,4,4,444,66,Lower
17448.0,133,46,14523.67,46,14523.67,2010-07-30 14:07:00,2010-03-04 17:29:00,2,4,4,244,67,Lower
15808.0,5,18,14482.03,18,14482.03,2010-12-05 13:05:00,2009-12-01 16:30:00,4,4,4,444,68,Lower
13001.0,40,20,14256.68,20,14256.68,2010-10-31 13:14:00,2009-12-03 16:21:00,3,4,4,344,69,Lower
12647.0,3,27,14201.53,27,14201.53,2010-12-07 12:28:00,2010-01-13 15:06:00,4,4,4,444,70,Lower
17377.0,1,60,14174.25,60,14174.25,2010-12-09 10:42:00,2009-12-02 12:39:00,4,4,4,444,71,Lower
14895.0,19,18,13980.83,18,13980.83,2010-11-21 13:51:00,2009-12-10 14:22:00,3,4,4,344,72,Lower
15760.0,266,2,13916.34,2,13916.34,2010-03-19 11:45:00,2010-03-19 11:35:00,1,2,4,124,73,Lower
12939.0,15,12,13683.0,12,13683.0,2010-11-25 14:50:00,2010-01-12 11:27:00,4,4,4,444,74,Lower
14088.0,42,3,13544.99,3,13544.99,2010-10-29 10:31:00,2010-10-14 19:46:00,3,3,4,334,75,Lower
16019.0,17,18,13542.92,18,13542.92,2010-11-23 13:14:00,2009-12-14 14:12:00,4,4,4,444,76,Lower
12454.0,31,4,13151.44,4,13151.44,2010-11-09 10:09:00,2010-10-14 17:33:00,3,3,4,334,77,Lower
14277.0,47,6,13009.61,6,13009.61,2010-10-24 12:44:00,2009-12-13 15:43:00,3,4,4,344,78,Lower
15513.0,1,18,12992.33,18,12992.33,2010-12-09 09:23:00,2010-01-13 14:59:00,4,4,4,444,79,Lower
15498.0,2,19,12633.18,19,12633.18,2010-12-08 14:46:00,2009-12-16 17:27:00,4,4,4,444,80,Lower
14667.0,1,31,12418.01,31,12418.01,2010-12-09 14:19:00,2009-12-02 12:38:00,4,4,4,444,81,Lower
12409.0,56,4,12346.62,4,12346.62,2010-10-15 10:24:00,2010-05-23 15:21:00,2,3,4,234,82,Lower
12357.0,24,2,12079.99,2,12079.99,2010-11-16 14:29:00,2010-11-16 10:05:00,3,2,4,324,83,Lower
17243.0,5,44,11920.43,44,11920.43,2010-12-05 10:03:00,2009-12-01 15:36:00,4,4,4,444,84,Lower
13687.0,74,1,11880.84,1,11880.84,2010-09-27 16:30:00,2010-09-27 16:30:00,2,1,4,214,85,Lower
12682.0,1,23,11745.69,23,11745.69,2010-12-09 14:49:00,2009-12-01 09:28:00,4,4,4,444,86,Lower
16525.0,2,23,11535.29,23,11535.29,2010-12-08 11:31:00,2009-12-02 13:53:00,4,4,4,444,87,Lower
17589.0,21,14,11433.77,14,11433.77,2010-11-19 14:27:00,2010-03-07 13:48:00,3,4,4,344,88,Lower
15640.0,8,15,11411.92,15,11411.92,2010-12-02 15:40:00,2009-12-14 16:36:00,4,4,4,444,89,Lower
16746.0,19,24,11366.64,24,11366.64,2010-11-21 10:38:00,2009-12-04 13:00:00,3,4,4,344,90,Lower
13340.0,53,5,11364.08,5,11364.08,2010-10-18 10:42:00,2010-02-22 14:54:00,2,3,4,234,91,Lower
12949.0,18,14,11359.48,14,11359.48,2010-11-22 15:45:00,2009-12-03 15:56:00,4,4,4,444,92,Lower
12472.0,5,13,11308.48,13,11308.48,2010-12-05 14:19:00,2009-12-14 10:49:00,4,4,4,444,93,Lower
13319.0,1,34,11236.95,34,11236.95,2010-12-09 10:05:00,2009-12-06 14:46:00,4,4,4,444,94,Lower
14134.0,18,15,11123.35,15,11123.35,2010-11-22 12:26:00,2009-12-10 09:25:00,4,4,4,444,95,Lower
12621.0,1,16,11086.14,16,11086.14,2010-12-09 10:16:00,2010-02-09 12:01:00,4,4,4,444,96,Lower
17044.0,10,11,11013.82,11,11013.82,2010-11-30 10:48:00,2009-12-07 12:25:00,4,4,4,444,97,Lower
14543.0,16,23,10988.14,23,10988.14,2010-11-24 10:20:00,2009-12-01 13:47:00,4,4,4,444,98,Lower
15615.0,26,24,10974.23,24,10974.23,2010-11-14 12:07:00,2009-12-02 15:28:00,3,4,4,344,99,Lower
12918.0,262,1,10953.5,1,10953.5,2010-03-23 15:22:00,2010-03-23 15:22:00,1,1,4,114,100,Lower
18052.0,200,1,10877.18,1,10877.18,2010-05-24 11:11:00,2010-05-24 11:11:00,1,2,4,124,101,Lower
16553.0,32,21,10864.19,21,10864.19,2010-11-08 14:14:00,2010-02-11 18:46:00,3,4,4,344,102,Lower
16652.0,40,9,10776.42,9,10776.42,2010-10-31 15:33:00,2010-03-17 10:22:00,3,4,4,344,103,Lower
18087.0,15,15,10705.8,15,10705.8,2010-11-25 12:00:00,2009-12-01 09:43:00,4,4,4,444,104,Lower
14299.0,1,19,10533.87,19,10533.87,2010-12-09 10:30:00,2009-12-02 10:58:00,4,4,4,444,105,Lower
16191.0,11,11,10497.300000000001,11,10497.300000000001,2010-11-29 11:45:00,2009-12-11 12:24:00,4,4,4,444,106,Lower
17416.0,29,15,10405.03,15,10405.03,2010-11-11 12:47:00,2009-12-14 16:29:00,3,4,4,344,107,Lower
14028.0,186,3,10396.5,3,10396.5,2010-06-07 13:33:00,2010-06-07 12:02:00,1,3,4,134,108,Lower
13027.0,21,13,10327.2,13,10327.2,2010-11-19 15:51:00,2010-01-20 10:41:00,3,4,4,344,109,Lower
17716.0,32,13,10300.98,13,10300.98,2010-11-08 10:45:00,2009-12-02 17:18:00,3,4,4,344,110,Lower
17706.0,2,17,10245.49,17,10245.49,2010-12-08 11:04:00,2010-01-19 12:13:00,4,4,4,444,111,Lower
17340.0,2,8,9935.93,8,9935.93,2010-12-08 15:56:00,2010-02-14 14:54:00,4,4,4,444,112,Lower
18172.0,23,32,9905.56,32,9905.56,2010-11-17 15:24:00,2009-12-11 09:58:00,3,4,4,344,113,Lower
15251.0,50,10,9839.55,10,9839.55,2010-10-21 14:29:00,2010-01-29 12:42:00,3,4,4,344,114,Lower
13225.0,57,9,9796.23,9,9796.23,2010-10-14 16:26:00,2009-12-17 09:09:00,2,4,4,244,115,Lower
17133.0,110,5,9730.09,5,9730.09,2010-08-22 13:58:00,2010-03-21 12:31:00,2,4,4,244,116,Lower
15093.0,8,18,9729.09,18,9729.09,2010-12-02 18:25:00,2009-12-08 12:46:00,4,4,4,444,117,Lower
14045.0,9,13,9653.28,13,9653.28,2010-12-01 11:32:00,2010-01-08 10:08:00,4,4,4,444,118,Lower
13952.0,16,12,9572.45,12,9572.45,2010-11-24 14:29:00,2009-12-16 09:41:00,4,4,4,444,119,Lower
14091.0,290,2,9530.08,2,9530.08,2010-02-23 15:17:00,2010-01-10 13:41:00,1,2,4,124,120,Lower
14952.0,32,21,9529.86,21,9529.86,2010-11-08 12:21:00,2009-12-03 15:34:00,3,4,4,344,121,Lower
12714.0,24,7,9384.85,7,9384.85,2010-11-16 18:10:00,2009-12-04 10:00:00,3,4,4,344,122,Lower
16843.0,58,19,9374.86,19,9374.86,2010-10-13 10:31:00,2009-12-10 11:40:00,2,4,4,244,123,Lower
14961.0,15,13,9365.47,13,9365.47,2010-11-25 09:46:00,2009-12-04 11:32:00,4,4,4,444,124,Lower
15291.0,9,26,9178.26,26,9178.26,2010-12-01 09:32:00,2009-12-03 11:09:00,4,4,4,444,125,Lower
14040.0,22,23,8963.49,23,8963.49,2010-11-18 13:01:00,2009-12-01 12:14:00,3,4,4,344,126,Lower
17139.0,25,13,8915.99,13,8915.99,2010-11-15 12:19:00,2010-01-11 11:31:00,3,4,4,344,127,Lower
12980.0,22,12,8870.88,12,8870.88,2010-11-18 14:31:00,2009-12-02 11:26:00,3,4,4,344,128,Lower
12540.0,14,16,8854.25,16,8854.25,2010-11-26 10:43:00,2009-12-07 16:56:00,4,4,4,444,129,Lower
15032.0,2,7,8821.55,7,8821.55,2010-12-08 13:30:00,2009-12-10 15:27:00,4,4,4,444,130,Lower
16549.0,33,24,8746.9,24,8746.9,2010-11-07 16:29:00,2010-03-28 15:45:00,3,4,4,344,131,Lower
15358.0,1,22,8703.21,22,8703.21,2010-12-09 10:04:00,2009-12-07 12:19:00,4,4,4,444,132,Lower
15738.0,8,26,8560.55,26,8560.55,2010-12-02 12:50:00,2009-12-10 15:52:00,4,4,4,444,133,Lower
14160.0,246,7,8421.47,7,8421.47,2010-04-08 14:30:00,2010-01-10 12:06:00,1,4,4,144,134,Lower
16133.0,12,23,8403.22,23,8403.22,2010-11-28 12:08:00,2010-03-31 12:21:00,4,4,4,444,135,Lower
15044.0,15,18,8389.42,18,8389.42,2010-11-25 13:13:00,2009-12-16 15:13:00,4,4,4,444,136,Lower
14739.0,3,19,8385.22,19,8385.22,2010-12-07 14:58:00,2009-12-02 13:23:00,4,4,4,444,137,Lower
16126.0,15,11,8356.83,11,8356.83,2010-11-25 13:41:00,2009-12-02 13:34:00,4,4,4,444,138,Lower
13178.0,33,10,8333.72,10,8333.72,2010-11-07 15:50:00,2009-12-16 14:00:00,3,4,4,344,139,Lower
13206.0,36,13,8308.19,13,8308.19,2010-11-04 16:50:00,2009-12-07 13:48:00,3,4,4,344,140,Lower
16656.0,56,15,8207.37,15,8207.37,2010-10-15 13:15:00,2009-12-04 12:59:00,2,4,4,244,141,Lower
15601.0,8,17,8183.56,17,8183.56,2010-12-02 10:39:00,2009-12-01 14:53:00,4,4,4,444,142,Lower
15078.0,4,23,8018.77,23,8018.77,2010-12-06 12:39:00,2009-12-04 12:03:00,4,4,4,444,143,Lower
14849.0,9,21,7832.91,21,7832.91,2010-12-01 12:23:00,2010-01-10 11:40:00,4,4,4,444,144,Lower
13013.0,7,18,7814.83,18,7814.83,2010-12-03 12:29:00,2009-12-14 10:34:00,4,4,4,444,145,Lower
15382.0,10,6,7777.84,6,7777.84,2010-11-30 09:46:00,2009-12-04 14:13:00,4,4,4,444,146,Lower
16782.0,1,26,7732.37,26,7732.37,2010-12-09 11:28:00,2009-12-09 11:58:00,4,4,4,444,147,Lower
12437.0,31,21,7731.99,21,7731.99,2010-11-09 14:46:00,2009-12-02 16:24:00,3,4,4,344,148,Lower
17581.0,8,20,7712.71,20,7712.71,2010-12-02 14:49:00,2009-12-03 12:34:00,4,4,4,444,149,Lower
13680.0,107,8,7700.55,8,7700.55,2010-08-25 13:05:00,2009-12-04 14:14:00,2,4,4,244,150,Lower
14828.0,24,10,7699.7,10,7699.7,2010-11-16 17:23:00,2009-12-07 11:19:00,3,4,4,344,151,Lower
15005.0,2,29,7681.71,29,7681.71,2010-12-08 14:36:00,2009-12-01 14:19:00,4,4,4,444,152,Lower
13468.0,4,38,7670.54,38,7670.54,2010-12-06 13:34:00,2009-12-03 13:32:00,4,4,4,444,153,Lower
16713.0,2,18,7619.21,18,7619.21,2010-12-08 13:01:00,2009-12-15 12:49:00,4,4,4,444,154,Lower
17858.0,5,19,7614.240000000001,19,7614.240000000001,2010-12-05 13:08:00,2009-12-06 15:41:00,4,4,4,444,155,Lower
13162.0,16,12,7587.2,12,7587.2,2010-11-24 15:35:00,2009-12-04 13:59:00,4,4,4,444,156,Lower
12668.0,14,6,7575.88,6,7575.88,2010-11-26 11:48:00,2010-01-31 15:45:00,4,4,4,444,157,Lower
14607.0,103,8,7553.63,8,7553.63,2010-08-29 13:35:00,2009-12-15 11:25:00,2,4,4,244,158,Lower
18225.0,1,15,7539.84,15,7539.84,2010-12-09 15:46:00,2009-12-04 16:52:00,4,4,4,444,159,Lower
18223.0,23,12,7516.31,12,7516.31,2010-11-17 12:20:00,2009-12-04 12:20:00,3,4,4,344,160,Lower
17364.0,12,17,7510.24,17,7510.24,2010-11-28 15:47:00,2009-12-07 15:28:00,4,4,4,444,161,Lower
16873.0,65,6,7493.77,6,7493.77,2010-10-06 15:34:00,2010-02-09 14:17:00,2,4,4,244,162,Lower
14049.0,23,9,7444.68,9,7444.68,2010-11-17 10:44:00,2010-04-01 14:52:00,3,4,4,344,163,Lower
15497.0,18,7,7395.19,7,7395.19,2010-11-22 13:15:00,2009-12-18 15:08:00,4,4,4,444,164,Lower
15260.0,8,20,7377.46,20,7377.46,2010-12-02 12:09:00,2009-12-06 11:45:00,4,4,4,444,165,Lower
13715.0,8,13,7348.3,13,7348.3,2010-12-02 08:52:00,2010-03-11 15:33:00,4,4,4,444,166,Lower
14194.0,28,15,7321.07,15,7321.07,2010-11-12 12:26:00,2010-01-06 12:16:00,3,4,4,344,167,Lower
13097.0,24,18,7320.88,18,7320.88,2010-11-16 09:50:00,2009-12-01 13:31:00,3,4,4,344,168,Lower
18260.0,10,17,7318.91,17,7318.91,2010-11-30 12:25:00,2009-12-15 13:50:00,4,4,4,444,169,Lower
14110.0,71,21,7304.8,21,7304.8,2010-09-30 17:13:00,2009-12-01 09:50:00,2,4,4,244,170,Lower
15555.0,1,22,7267.83,22,7267.83,2010-12-09 16:53:00,2009-12-06 11:58:00,4,4,4,444,171,Lower
12476.0,32,12,7267.49,12,7267.49,2010-11-08 09:35:00,2010-07-26 09:04:00,3,4,4,344,172,Lower
14426.0,39,7,7246.27,7,7246.27,2010-11-01 16:24:00,2010-03-04 14:36:00,3,4,4,344,173,Lower
16161.0,4,25,7210.59,25,7210.59,2010-12-06 10:03:00,2010-02-08 11:06:00,4,4,4,444,174,Lower
13316.0,28,6,7207.89,6,7207.89,2010-11-12 10:14:00,2010-03-10 10:01:00,3,4,4,344,175,Lower
12433.0,2,5,7205.39,5,7205.39,2010-12-08 16:49:00,2010-08-20 09:23:00,4,3,4,434,176,Lower
12583.0,9,13,7166.06,13,7166.06,2010-12-01 08:45:00,2009-12-06 11:57:00,4,4,4,444,177,Lower
12758.0,95,5,7111.650000000001,5,7111.650000000001,2010-09-06 13:02:00,2009-12-01 14:40:00,2,3,4,234,178,Lower
18092.0,1,8,7111.18,8,7111.18,2010-12-09 10:00:00,2009-12-04 12:37:00,4,4,4,444,179,Lower
16550.0,4,14,7069.27,14,7069.27,2010-12-06 13:53:00,2009-12-02 11:24:00,4,4,4,444,180,Lower
14016.0,32,7,7062.2,7,7062.2,2010-11-08 15:42:00,2010-01-08 14:12:00,3,4,4,344,181,Lower
12477.0,35,3,7056.63,3,7056.63,2010-11-05 09:35:00,2010-03-26 14:01:00,3,3,4,334,182,Lower
17409.0,57,8,7021.66,8,7021.66,2010-10-14 10:10:00,2009-12-11 12:17:00,2,4,4,244,183,Lower
12380.0,101,7,6951.49,7,6951.49,2010-08-31 14:54:00,2010-02-15 12:05:00,2,4,4,244,184,Lower
12731.0,78,5,6879.8,5,6879.8,2010-09-23 15:12:00,2010-03-02 09:23:00,2,3,4,234,185,Lower
13735.0,12,9,6879.2300000000005,9,6879.2300000000005,2010-11-28 13:43:00,2009-12-13 13:31:00,4,4,4,444,186,Lower
15874.0,23,14,6878.88,14,6878.88,2010-11-17 10:32:00,2010-01-07 13:56:00,3,4,4,344,187,Lower
16327.0,5,11,6874.97,11,6874.97,2010-12-05 12:43:00,2009-12-14 13:06:00,4,4,4,444,188,Lower
16168.0,5,40,6848.87,40,6848.87,2010-12-05 11:38:00,2009-12-03 12:38:00,4,4,4,444,189,Lower
15413.0,327,5,6798.72,5,6798.72,2010-01-17 11:33:00,2009-12-01 10:18:00,1,4,4,144,190,Lower
14051.0,2,15,6784.01,15,6784.01,2010-12-08 12:49:00,2009-12-03 11:53:00,4,4,4,444,191,Lower
14439.0,79,4,6781.8,4,6781.8,2010-09-22 14:47:00,2010-01-21 14:01:00,2,3,4,234,192,Lower
12481.0,1,6,6765.07,6,6765.07,2010-12-09 10:13:00,2010-04-11 13:10:00,4,4,4,444,193,Lower
16258.0,23,10,6739.01,10,6739.01,2010-11-17 11:48:00,2010-03-10 14:19:00,3,4,4,344,194,Lower
12557.0,7,4,6725.18,4,6725.18,2010-12-03 12:20:00,2009-12-17 10:39:00,4,3,4,434,195,Lower
13734.0,144,4,6695.690000000001,4,6695.690000000001,2010-07-19 12:04:00,2010-04-16 08:42:00,1,3,4,134,196,Lower
17160.0,10,11,6691.13,11,6691.13,2010-11-30 17:43:00,2009-12-04 10:57:00,4,4,4,444,197,Lower
18226.0,14,15,6650.83,15,6650.83,2010-11-26 15:51:00,2010-03-05 10:05:00,4,4,4,444,198,Lower
15296.0,56,6,6650.17,6,6650.17,2010-10-15 09:33:00,2010-01-21 13:48:00,2,4,4,244,199,Lower
12524.0,24,9,6640.39,9,6640.39,2010-11-16 09:08:00,2010-02-08 14:41:00,3,4,4,344,200,Lower
13668.0,19,14,6638.650000000001,14,6638.650000000001,2010-11-21 11:52:00,2009-12-11 14:28:00,3,4,4,344,201,Lower
12989.0,60,18,6627.64,18,6627.64,2010-10-11 12:36:00,2009-12-10 13:27:00,2,4,4,244,202,Lower
13174.0,5,10,6621.6,10,6621.6,2010-12-05 16:24:00,2009-12-04 15:40:00,4,4,4,444,203,Lower
13488.0,3,11,6619.57,11,6619.57,2010-12-07 13:01:00,2010-01-25 10:13:00,4,4,4,444,204,Lower
13199.0,2,30,6615.77,30,6615.77,2010-12-08 10:51:00,2009-12-05 10:11:00,4,4,4,444,205,Lower
14733.0,3,4,6579.26,4,6579.26,2010-12-07 11:30:00,2010-11-02 15:42:00,4,3,4,434,206,Lower
17504.0,16,9,6493.14,9,6493.14,2010-11-24 09:49:00,2010-02-08 09:22:00,4,4,4,444,207,Lower
13050.0,2,19,6477.67,19,6477.67,2010-12-08 09:30:00,2009-12-15 15:06:00,4,4,4,444,208,Lower
14866.0,2,8,6460.32,8,6460.32,2010-12-08 14:58:00,2010-08-26 11:54:00,4,4,4,444,209,Lower
16131.0,11,6,6450.88,6,6450.88,2010-11-29 13:20:00,2009-12-02 10:09:00,4,4,4,444,210,Lower
13113.0,2,14,6357.08,14,6357.08,2010-12-08 13:21:00,2010-03-28 16:13:00,4,4,4,444,211,Lower
17085.0,12,23,6285.27,23,6285.27,2010-11-28 11:49:00,2009-12-06 12:16:00,4,4,4,444,212,Lower
13327.0,1,14,6251.71,14,6251.71,2010-12-09 15:33:00,2009-12-18 15:35:00,4,4,4,444,213,Lower
15369.0,128,11,6251.26,11,6251.26,2010-08-04 13:54:00,2009-12-08 07:43:00,2,4,4,244,214,Lower
13758.0,2,10,6226.43,10,6226.43,2010-12-08 15:39:00,2009-12-01 10:06:00,4,4,4,444,215,Lower
15281.0,14,7,6211.42,7,6211.42,2010-11-26 16:31:00,2010-10-08 12:14:00,4,4,4,444,216,Lower
14735.0,24,24,6174.47,24,6174.47,2010-11-16 13:39:00,2009-12-04 11:32:00,3,4,4,344,217,Lower
15270.0,36,14,6145.37,14,6145.37,2010-11-04 11:48:00,2009-12-17 15:02:00,3,4,4,344,218,Lower
14415.0,15,10,6124.52,10,6124.52,2010-11-25 13:51:00,2009-12-16 14:08:00,4,4,4,444,219,Lower
13935.0,232,3,6116.92,3,6116.92,2010-04-22 11:21:00,2010-02-25 16:01:00,1,3,4,134,220,Lower
12435.0,32,4,6096.04,4,6096.04,2010-11-08 10:07:00,2009-12-02 13:58:00,3,3,4,334,221,Lower
16923.0,11,13,6088.05,13,6088.05,2010-11-29 13:59:00,2010-01-31 11:14:00,4,4,4,444,222,Lower
13418.0,8,15,6055.47,15,6055.47,2010-12-02 10:46:00,2009-12-11 12:51:00,4,4,4,444,223,Lower
16709.0,15,9,6026.14,9,6026.14,2010-11-25 12:28:00,2009-12-09 13:16:00,4,4,4,444,224,Lower
14505.0,40,11,6019.650000000001,11,6019.650000000001,2010-10-31 16:16:00,2009-12-09 14:48:00,3,4,4,344,225,Lower
