CustomerID,Recency,Frequency,Monetary,Orders,Revenue,LastPurchase,FirstPurchase,R_score,F_score,M_score,RFM_Score,CustomerRank,CustomerTier,HistoricalCLV,CustomerRevenue,CustomerProfit,CustomerMargin,LifetimeDays,PurchaseIntervalDays,AverageCLV,PredictedCLV,Cluster,Segment,PCA1,PCA2,TSNE1,TSNE2,ClusterSize
13089.0,4,109,57885.450000000004,109,57885.450000000004,2010-12-06 14:00:00,2009-12-02 15:44:00,4,4,4,444,11,Lower,57885.450000000004,57885.450000000004,17365.64,0.3000000863774921,369,3.385321100917431,57885.450000000004,63674.0,0,Loyal Customers,15.202192583645031,-0.726406720152683,52.425102,31.851252,4307
15311.0,1,121,55942.74,121,55942.74,2010-12-09 14:15:00,2009-12-01 11:21:00,4,4,4,444,12,Lower,55942.74,55942.74,16782.82,0.29999996424915903,374,3.090909090909091,55942.74,61537.01,0,Loyal Customers,15.47255310175803,-1.0109690743160389,52.647717,31.924791,4307
17450.0,3,7,52422.3,7,52422.3,2010-12-07 09:43:00,2010-09-27 16:59:00,4,4,4,444,13,Lower,52422.3,52422.3,15726.69,0.3,71,10.142857142857142,52422.3,57664.53,0,Loyal Customers,9.077556716783276,0.8422506518532924,49.625793,29.085262,4307
17850.0,8,155,51208.87,155,51208.87,2010-12-02 15:27:00,2009-12-05 12:28:00,4,4,4,444,14,Lower,51208.87,51208.87,15362.66,0.29999998047213305,363,2.3419354838709676,51208.87,56329.76,0,Loyal Customers,16.355534313407762,-1.6860698085825758,53.03796,32.01652,4307
12931.0,16,42,50291.38,42,50291.38,2010-11-24 10:09:00,2009-12-01 11:46:00,4,4,4,444,15,Lower,50291.38,50291.38,15087.41,0.2999999204635069,358,8.523809523809524,50291.38,55320.52,0,Loyal Customers,10.461006755837667,0.27578345306710944,50.976536,30.008175,4307
13093.0,9,48,47111.18,48,47111.18,2010-12-01 15:00:00,2009-12-04 10:32:00,4,4,4,444,16,Lower,47111.18,47111.18,14133.35,0.2999999150944638,363,7.5625,47111.18,51822.3,0,Loyal Customers,10.214957861132005,0.02426941575034747,51.28516,30.023561,4307
16029.0,8,47,41184.3,47,41184.3,2010-12-02 17:40:00,2009-12-08 11:23:00,4,4,4,444,17,Lower,41184.3,41184.3,12355.29,0.3,360,7.659574468085107,41184.3,45302.73,0,Loyal Customers,9.12507548903737,-0.14957938616390634,51.545547,29.773,4307
15838.0,3,16,40519.92,16,40519.92,2010-12-07 11:26:00,2009-12-15 09:51:00,4,4,4,444,18,Lower,40519.92,40519.92,12155.98,0.300000098716878,358,22.375,40519.92,44571.91,0,Loyal Customers,7.44408209833693,0.32109325950396883,49.77238,28.276852,4307
14298.0,11,38,39667.19,38,39667.19,2010-11-29 13:35:00,2009-12-11 13:49:00,4,4,4,444,19,Lower,39667.19,39667.19,11900.16,0.3000000756292543,353,9.289473684210526,39667.19,43633.91,0,Loyal Customers,8.399324019313786,-0.02174844165451343,51.267803,29.38052,4307
13798.0,8,54,38683.02,54,38683.02,2010-12-02 17:24:00,2009-12-08 16:21:00,4,4,4,444,20,Lower,38683.02,38683.02,11604.91,0.3000001034045429,360,6.666666666666667,38683.02,42551.32,0,Loyal Customers,9.040590955651103,-0.3478132132673842,51.946674,29.858158,4307
13902.0,268,5,34095.26,5,34095.26,2010-03-17 13:09:00,2009-12-15 10:02:00,1,3,4,134,21,Lower,34095.26,34095.26,10228.58,0.30000005865918017,93,18.6,34095.26,37504.79,0,Loyal Customers,5.445401006260573,2.258465844738171,48.45237,25.829252,4307
15769.0,7,21,32451.6,21,32451.6,2010-12-03 15:16:00,2009-12-11 09:58:00,4,4,4,444,22,Lower,32451.6,32451.6,9735.48,0.3,358,17.047619047619047,32451.6,35696.76,0,Loyal Customers,6.276268826701086,0.018896379998315282,50.114754,27.491571,4307
13081.0,7,19,30867.77,19,30867.77,2010-12-03 17:21:00,2009-12-08 13:58:00,4,4,4,444,23,Lower,30867.77,30867.77,9260.33,0.2999999676037498,361,19.0,30867.77,33954.55,0,Loyal Customers,5.896924290557856,0.004965389781753553,50.04065,27.250793,4307
13777.0,2,37,30501.260000000002,37,30501.260000000002,2010-12-08 15:35:00,2009-12-02 09:47:00,4,4,4,444,24,Lower,30501.260000000002,30501.260000000002,9150.38,0.3000000655710616,372,10.054054054054054,30501.260000000002,33551.39,0,Loyal Customers,6.750304181055881,-0.3522033623182724,51.975582,28.466665,4307
17841.0,1,91,29562.02,91,29562.02,2010-12-09 17:27:00,2009-12-02 15:41:00,4,4,4,444,25,Lower,29562.02,29562.02,8868.61,0.3000001353087509,373,4.0989010989010985,29562.02,32518.22,0,Loyal Customers,9.321978427544435,-1.312041769577955,54.050667,30.960941,4307
16705.0,36,22,29480.061,22,29480.061,2010-11-04 14:46:00,2009-12-09 13:34:00,3,4,4,344,26,Lower,29480.061,29480.061,8844.02,0.30000005766609505,331,15.045454545454545,29480.061,32428.07,0,Loyal Customers,5.770972565834913,0.12248251304622691,50.344204,27.148344,4307
16422.0,5,59,28904.670000000002,59,28904.670000000002,2010-12-05 15:35:00,2010-01-12 11:57:00,4,4,4,444,27,Lower,28904.670000000002,28904.670000000002,8671.4,0.29999996540351437,328,5.559322033898305,28904.670000000002,31795.14,0,Loyal Customers,7.580873796833705,-0.7532694661393585,53.40875,29.68138,4307
14680.0,7,43,28615.27,43,28615.27,2010-12-03 12:05:00,2009-12-04 12:36:00,4,4,4,444,28,Lower,28615.27,28615.27,8584.58,0.2999999650536235,364,8.465116279069768,28615.27,31476.8,0,Loyal Customers,6.717227719810879,-0.47415871054530906,52.722603,28.762629,4307
13881.0,11,23,28019.58,23,28019.58,2010-11-29 16:24:00,2010-03-04 14:41:00,4,4,4,444,29,Lower,28019.58,28019.58,8405.87,0.2999998572426853,271,11.782608695652174,28019.58,30821.54,0,Loyal Customers,5.5948129349486555,-0.11956091600995761,50.571747,27.06878,4307
17940.0,81,6,26286.75,6,26286.75,2010-09-20 15:33:00,2009-12-03 12:31:00,2,4,4,244,30,Lower,26286.75,26286.75,7886.02,0.2999998097901034,292,48.666666666666664,26286.75,28915.43,0,Loyal Customers,4.346633058154332,0.6325015956859908,48.395683,24.703562,4307
17389.0,10,27,25381.65,27,25381.65,2010-11-30 12:21:00,2009-12-04 12:06:00,4,4,4,444,31,Lower,25381.65,25381.65,7614.5,0.3000001969927093,362,13.407407407407407,25381.65,27919.82,0,Loyal Customers,5.335592886754276,-0.2822322656654682,51.337776,26.975685,4307
12482.0,212,29,23691.4,29,23691.4,2010-05-12 16:51:00,2010-02-24 10:24:00,1,4,4,144,32,Lower,23691.4,23691.4,7107.42,0.3,78,2.689655172413793,23691.4,26060.54,0,Loyal Customers,4.901065076580857,1.1186148611527305,51.522266,26.180174,4307
14031.0,1,27,23632.72,27,23632.72,2010-12-09 17:34:00,2009-12-03 15:35:00,4,4,4,444,33,Lower,23632.72,23632.72,7089.82,0.3000001692568608,372,13.777777777777779,23632.72,25995.99,0,Loyal Customers,5.03922870097903,-0.4015772564294383,51.699142,26.77464,4307
13408.0,7,46,23616.422,46,23616.422,2010-12-03 09:39:00,2009-12-04 09:31:00,4,4,4,444,34,Lower,23616.422,23616.422,7084.93,0.30000014396761715,365,7.934782608695652,23616.422,25978.06,0,Loyal Customers,5.991703016178299,-0.6821243859467181,53.704247,28.651772,4307
14063.0,74,9,22710.2,9,22710.2,2010-09-27 16:18:00,2009-12-08 13:46:00,2,4,4,244,35,Lower,22710.2,22710.2,6813.06,0.3,294,32.666666666666664,22710.2,24981.22,0,Loyal Customers,3.879070394914883,0.41662904965622216,48.493065,24.195568,4307
16779.0,2,32,22554.22,32,22554.22,2010-12-08 09:56:00,2009-12-03 13:03:00,4,4,4,444,36,Lower,22554.22,22554.22,6766.27,0.30000017735040274,370,11.5625,22554.22,24809.64,0,Loyal Customers,5.101996734541565,-0.5129199944101845,52.587055,27.079224,4307
12748.0,1,144,22457.9,144,22457.9,2010-12-09 13:22:00,2009-12-04 17:31:00,4,4,4,444,37,Lower,22457.9,22457.9,6737.37,0.3,370,2.5694444444444446,22457.9,24703.69,0,Loyal Customers,10.759583145608378,-2.433273906934425,53.66164,31.78493,4307
18251.0,81,8,21964.14,8,21964.14,2010-09-20 13:26:00,2009-12-22 12:01:00,2,4,4,244,38,Lower,21964.14,21964.14,6589.24,0.29999990894248535,273,34.125,21964.14,24160.55,0,Loyal Customers,3.689151402243539,0.46379189705764085,48.408264,24.09424,4307
13802.0,10,16,21659.69,16,21659.69,2010-11-30 12:28:00,2010-02-16 10:11:00,4,4,4,444,39,Lower,21659.69,21659.69,6497.91,0.30000013850613744,288,18.0,21659.69,23825.66,0,Loyal Customers,4.125017066319365,-0.20766295067866256,49.739216,24.188103,4307
12709.0,2,20,21107.94,20,21107.94,2010-12-08 09:49:00,2009-12-09 13:49:00,4,4,4,444,40,Lower,21107.94,21107.94,6332.38,0.29999990524892534,364,18.2,21107.94,23218.73,0,Loyal Customers,4.2402167203873775,-0.34760805396464833,50.513294,24.639133,4307
17677.0,2,28,20329.68,28,20329.68,2010-12-08 12:08:00,2009-12-16 11:23:00,4,4,4,444,41,Lower,20329.68,20329.68,6098.9,0.2999998032433368,358,12.785714285714286,20329.68,22362.65,0,Loyal Customers,4.508822900948314,-0.506386621173338,52.56688,26.205767,4307
17920.0,4,39,20137.24,39,20137.24,2010-12-06 16:58:00,2009-12-06 10:37:00,4,4,4,444,42,Lower,20137.24,20137.24,6041.17,0.2999999006815234,366,9.384615384615385,20137.24,22150.96,0,Loyal Customers,5.029889910310301,-0.6872175654853347,53.85752,27.728563,4307
12471.0,10,49,20129.54,49,20129.54,2010-11-30 14:35:00,2009-12-07 10:41:00,4,4,4,444,43,Lower,20129.54,20129.54,6038.86,0.2999999006435318,359,7.326530612244898,20129.54,22142.49,0,Loyal Customers,5.527984142371018,-0.8142069994936295,54.420246,28.681372,4307
16013.0,7,39,20009.84,39,20009.84,2010-12-03 13:10:00,2009-12-08 10:24:00,4,4,4,444,44,Lower,20009.84,20009.84,6002.95,0.2999999000491758,361,9.256410256410257,20009.84,22010.82,0,Loyal Customers,5.003974667943818,-0.6690887106050999,53.89921,27.719229,4307
15039.0,4,47,19960.3,47,19960.3,2010-12-06 11:26:00,2009-12-10 11:39:00,4,4,4,444,45,Lower,19960.3,19960.3,5988.09,0.30000000000000004,361,7.680851063829787,19960.3,21956.33,0,Loyal Customers,5.404081579335722,-0.8310478776303154,54.3742,28.49655,4307
17381.0,4,12,19726.76,12,19726.76,2010-12-06 09:45:00,2010-06-09 12:55:00,4,4,4,444,46,Lower,19726.76,19726.76,5918.03,0.30000010138512356,180,15.0,19726.76,21699.44,0,Loyal Customers,3.590182111699849,-0.2421375974244074,49.103634,23.378849,4307
12415.0,11,7,19543.84,7,19543.84,2010-11-29 15:07:00,2010-06-30 08:30:00,4,4,4,444,47,Lower,19543.84,19543.84,5863.15,0.2999998976659653,153,21.857142857142858,19543.84,21498.22,0,Loyal Customers,3.2964835576069187,-0.10737200703820007,48.41559,23.141922,4307
14258.0,31,16,19381.36,16,19381.36,2010-11-09 10:08:00,2009-12-04 08:36:00,3,4,4,344,48,Lower,19381.36,19381.36,5814.41,0.3000001031919329,341,21.3125,19381.36,21319.5,0,Loyal Customers,3.700210273458953,-0.12282000575286839,49.805412,23.593657,4307
12921.0,2,39,19333.95,39,19333.95,2010-12-08 10:14:00,2009-12-01 13:43:00,4,4,4,444,49,Lower,19333.95,19333.95,5800.18,0.2999997413875592,372,9.538461538461538,19333.95,21267.34,0,Loyal Customers,4.891222980223398,-0.7237955598260037,54.067356,27.641434,4307
14527.0,1,69,19257.08,69,19257.08,2010-12-09 12:32:00,2009-12-02 12:06:00,4,4,4,444,50,Lower,19257.08,19257.08,5777.12,0.29999979228418844,373,5.405797101449275,19257.08,21182.79,0,Loyal Customers,6.39856356012149,-1.246845790990028,54.74317,29.8723,4307
14606.0,2,102,18482.1,102,18482.1,2010-12-08 12:08:00,2009-12-03 12:40:00,4,4,4,444,51,Lower,18482.1,18482.1,5544.63,0.30000000000000004,370,3.627450980392157,18482.1,20330.31,0,Loyal Customers,7.9329740181056705,-1.8306495085738572,54.202347,31.081072,4307
13767.0,5,39,18320.170000000002,39,18320.170000000002,2010-12-05 13:29:00,2009-12-01 10:52:00,4,4,4,444,52,Lower,18320.170000000002,18320.170000000002,5496.05,0.29999994541535363,370,9.487179487179487,18320.170000000002,20152.19,0,Loyal Customers,4.709738615373718,-0.7364853341296324,54.314156,27.527618,4307
17675.0,3,40,17885.32,40,17885.32,2010-12-07 13:22:00,2009-12-10 16:10:00,4,4,4,444,53,Lower,17885.32,17885.32,5365.6,0.30000022364710277,362,9.05,17885.32,19673.85,0,Loyal Customers,4.686464032026497,-0.7864898075185277,54.47392,27.641237,4307
15856.0,1,26,17703.63,26,17703.63,2010-12-09 13:34:00,2009-12-03 14:02:00,4,4,4,444,54,Lower,17703.63,17703.63,5311.09,0.3000000564855908,371,14.26923076923077,17703.63,19473.99,0,Loyal Customers,3.947746719203338,-0.564687072194862,52.94623,25.244928,4307
18008.0,51,14,17642.89,14,17642.89,2010-10-20 14:28:00,2010-01-06 12:35:00,3,4,4,344,55,Lower,17642.89,17642.89,5292.87,0.30000017004016916,288,20.571428571428573,17642.89,19407.18,0,Loyal Customers,3.270060176560148,0.0036394936658262537,49.51764,22.912424,4307
16210.0,4,19,17403.21,19,17403.21,2010-12-06 11:06:00,2009-12-02 12:54:00,4,4,4,444,56,Lower,17403.21,17403.21,5220.96,0.2999998276180084,369,19.42105263157895,17403.21,19143.53,0,Loyal Customers,3.536844018026926,-0.4283034620586569,50.844017,23.312757,4307
12681.0,3,24,17080.74,24,17080.74,2010-12-07 10:08:00,2009-12-13 13:31:00,4,4,4,444,57,Lower,17080.74,17080.74,5124.22,0.29999988290905427,359,14.958333333333334,17080.74,18788.81,0,Loyal Customers,3.7347016771577297,-0.5319325930851392,52.753338,24.773264,4307
13078.0,2,32,16904.510000000002,32,16904.510000000002,2010-12-08 09:07:00,2009-12-01 09:06:00,4,4,4,444,58,Lower,16904.510000000002,16904.510000000002,5071.35,0.29999982253256674,373,11.65625,16904.510000000002,18594.96,0,Loyal Customers,4.110179429295198,-0.6802875245400187,54.002834,26.294855,4307
15523.0,24,15,16847.18,15,16847.18,2010-11-16 15:27:00,2009-12-02 15:16:00,3,4,4,344,59,Lower,16847.18,16847.18,5054.15,0.29999976257154015,350,23.333333333333332,16847.18,18531.9,0,Loyal Customers,3.212935753705461,-0.22904015242462233,49.890057,22.656004,4307
12678.0,11,9,16652.72,9,16652.72,2010-11-29 09:55:00,2010-01-07 16:46:00,4,4,4,444,60,Lower,16652.72,16652.72,4995.82,0.30000024020100013,326,36.22222222222222,16652.72,18317.99,0,Loyal Customers,2.890324250722867,-0.23636380053843142,48.615566,22.195976,4307
17404.0,45,8,15874.300000000001,8,15874.300000000001,2010-10-26 15:48:00,2010-01-07 11:31:00,3,4,4,344,61,Lower,15874.300000000001,15874.300000000001,4762.29,0.3,293,36.625,15874.300000000001,17461.73,0,Loyal Customers,2.662745869562659,0.010706107349971085,48.33545,21.899908,4307
17865.0,11,26,15785.87,26,15785.87,2010-11-29 10:37:00,2009-12-01 10:49:00,4,4,4,444,62,Lower,15785.87,15785.87,4735.76,0.2999999366522086,363,13.961538461538462,15785.87,17364.46,0,Loyal Customers,3.599244252474701,-0.54806937375962,53.452847,24.906874,4307
13564.0,4,35,15310.35,35,15310.35,2010-12-06 17:26:00,2009-12-02 11:55:00,4,4,4,444,63,Lower,15310.35,15310.35,4593.1,0.2999996734235338,370,10.571428571428571,15310.35,16841.39,0,Loyal Customers,3.9799123467831112,-0.7632119906857538,54.73314,26.596113,4307
14062.0,10,12,15120.800000000001,12,15120.800000000001,2010-11-30 11:00:00,2009-12-10 14:28:00,4,4,4,444,64,Lower,15120.800000000001,15120.800000000001,4536.24,0.3,355,29.583333333333332,15120.800000000001,16632.88,0,Loyal Customers,2.7745210269730496,-0.33781230418410085,49.21066,21.548912,4307
15768.0,112,31,14687.06,31,14687.06,2010-08-20 15:58:00,2009-12-03 12:10:00,2,4,4,244,65,Lower,14687.06,14687.06,4406.12,0.3000001361742922,261,8.419354838709678,14687.06,16155.77,0,Loyal Customers,3.5401083121206787,0.07101208301875943,54.716625,25.570404,4307
17428.0,4,18,14562.91,18,14562.91,2010-12-06 09:37:00,2009-12-01 17:28:00,4,4,4,444,66,Lower,14562.91,14562.91,4368.87,0.2999997939972162,370,20.555555555555557,14562.91,16019.2,0,Loyal Customers,2.9875893918369196,-0.4978989100121801,51.35802,21.89773,4307
17448.0,133,46,14523.67,46,14523.67,2010-07-30 14:07:00,2010-03-04 17:29:00,2,4,4,244,67,Lower,14523.67,14523.67,4357.1,0.29999993114687956,148,3.217391304347826,14523.67,15976.04,0,Loyal Customers,4.246363042899092,-0.0324182729582565,55.56347,28.037247,4307
15808.0,5,18,14482.03,18,14482.03,2010-12-05 13:05:00,2009-12-01 16:30:00,4,4,4,444,68,Lower,14482.03,14482.03,4344.61,0.30000006905109294,369,20.5,14482.03,15930.23,0,Loyal Customers,2.9722456258618473,-0.4978584235114418,51.380157,21.860367,4307
13001.0,40,20,14256.68,20,14256.68,2010-10-31 13:14:00,2009-12-03 16:21:00,3,4,4,344,69,Lower,14256.68,14256.68,4277.0,0.29999971942976905,332,16.6,14256.68,15682.35,0,Loyal Customers,2.9925207981684108,-0.27578017274130273,51.978245,22.201418,4307
12647.0,3,27,14201.53,27,14201.53,2010-12-07 12:28:00,2010-01-13 15:06:00,4,4,4,444,70,Lower,14201.53,14201.53,4260.46,0.30000007041494825,328,12.148148148148149,14201.53,15621.68,0,Loyal Customers,3.3812662983758077,-0.6749243796743464,54.12803,24.743542,4307
17377.0,1,60,14174.25,60,14174.25,2010-12-09 10:42:00,2009-12-02 12:39:00,4,4,4,444,71,Lower,14174.25,14174.25,4252.27,0.2999996472476498,372,6.2,14174.25,15591.68,0,Loyal Customers,5.050394733556642,-1.2467354038038714,55.336437,29.269304,4307
14895.0,19,18,13980.83,18,13980.83,2010-11-21 13:51:00,2009-12-10 14:22:00,3,4,4,344,72,Lower,13980.83,13980.83,4194.25,0.30000007152651165,346,19.22222222222222,13980.83,15378.91,0,Loyal Customers,2.8676925913745714,-0.4104845645604295,51.555393,21.696283,4307
15760.0,266,2,13916.34,2,13916.34,2010-03-19 11:45:00,2010-03-19 11:35:00,1,2,4,124,73,Lower,13916.34,13916.34,4174.9,0.2999998562840517,1,0.5,13916.34,15307.97,0,Loyal Customers,1.7535035779566825,1.6785852192890949,21.976599,50.644768,4307
12939.0,15,12,13683.0,12,13683.0,2010-11-25 14:50:00,2010-01-12 11:27:00,4,4,4,444,74,Lower,13683.0,13683.0,4104.9,0.3,318,26.5,13683.0,15051.3,0,Loyal Customers,2.5162067793044898,-0.34526760806671447,49.308514,20.710096,4307
14088.0,42,3,13544.99,3,13544.99,2010-10-29 10:31:00,2010-10-14 19:46:00,3,3,4,334,75,Lower,13544.99,13544.99,4063.5,0.30000022148410593,15,5.0,13544.99,14899.49,0,Loyal Customers,2.0041589666984003,-0.0013636048248579981,44.963264,14.472112,4307
16019.0,17,18,13542.92,18,13542.92,2010-11-23 13:14:00,2009-12-14 14:12:00,4,4,4,444,76,Lower,13542.92,13542.92,4062.88,0.30000029535727896,344,19.11111111111111,13542.92,14897.21,0,Loyal Customers,2.7932186453131522,-0.44254825348612514,51.66749,21.488068,4307
12454.0,31,4,13151.44,4,13151.44,2010-11-09 10:09:00,2010-10-14 17:33:00,3,3,4,334,77,Lower,13151.44,13151.44,3945.43,0.29999984792539824,26,6.5,13151.44,14466.58,0,Loyal Customers,1.9986972115617592,-0.10477694739159348,45.09126,14.481197,4307
14277.0,47,6,13009.61,6,13009.61,2010-10-24 12:44:00,2009-12-13 15:43:00,3,4,4,344,78,Lower,13009.61,13009.61,3902.88,0.2999997694012349,315,52.5,13009.61,14310.57,0,Loyal Customers,2.0561604191905327,-0.0244181643082796,45.402603,14.529948,4307
15513.0,1,18,12992.33,18,12992.33,2010-12-09 09:23:00,2010-01-13 14:59:00,4,4,4,444,79,Lower,12992.33,12992.33,3897.7,0.3000000769684883,330,18.333333333333332,12992.33,14291.56,0,Loyal Customers,2.7154746225517035,-0.5731431787267406,51.812183,21.124,4307
15498.0,2,19,12633.18,19,12633.18,2010-12-08 14:46:00,2009-12-16 17:27:00,4,4,4,444,80,Lower,12633.18,12633.18,3789.95,0.2999996833734657,357,18.789473684210527,12633.18,13896.5,0,Loyal Customers,2.7018455572504436,-0.587020288822794,52.24863,21.213425,4307
14667.0,1,31,12418.01,31,12418.01,2010-12-09 14:19:00,2009-12-02 12:38:00,4,4,4,444,81,Lower,12418.01,12418.01,3725.4,0.2999997584153983,373,12.03225806451613,12418.01,13659.81,0,Loyal Customers,3.2731251486048767,-0.8072710571713636,55.897057,25.36434,4307
12409.0,56,4,12346.62,4,12346.62,2010-10-15 10:24:00,2010-05-23 15:21:00,2,3,4,234,82,Lower,12346.62,12346.62,3703.99,0.30000032397530657,145,36.25,12346.62,13581.28,0,Loyal Customers,1.8278908164539918,0.04575626534981901,45.06467,14.255765,4307
12357.0,24,2,12079.99,2,12079.99,2010-11-16 14:29:00,2010-11-16 10:05:00,3,2,4,324,83,Lower,12079.99,12079.99,3624.0,0.30000024834457645,1,0.5,12079.99,13287.99,0,Loyal Customers,1.717642780556952,-0.161955813110152,44.819855,14.211996,4307
17243.0,5,44,11920.43,44,11920.43,2010-12-05 10:03:00,2009-12-01 15:36:00,4,4,4,444,84,Lower,11920.43,11920.43,3576.13,0.3000000838895912,369,8.386363636363637,11920.43,13112.47,0,Loyal Customers,3.839600571604809,-1.0209475597097584,56.1616,27.35455,4307
13687.0,74,1,11880.84,1,11880.84,2010-09-27 16:30:00,2010-09-27 16:30:00,2,1,4,214,85,Lower,11880.84,11880.84,3564.25,0.29999983166173433,1,1.0,11880.84,13068.92,0,Loyal Customers,1.5727884695437186,0.2235077188273595,44.591015,14.092432,4307
12682.0,1,23,11745.69,23,11745.69,2010-12-09 14:49:00,2009-12-01 09:28:00,4,4,4,444,86,Lower,11745.69,11745.69,3523.71,0.30000025541283654,374,16.26086956521739,11745.69,12920.26,0,Loyal Customers,2.7499340850549965,-0.699980186442721,55.16311,22.495071,4307
16525.0,2,23,11535.29,23,11535.29,2010-12-08 11:31:00,2009-12-02 13:53:00,4,4,4,444,87,Lower,11535.29,11535.29,3460.59,0.30000026007148495,371,16.130434782608695,11535.29,12688.82,0,Loyal Customers,2.711816776652866,-0.699182175514277,55.27149,22.446487,4307
17589.0,21,14,11433.77,14,11433.77,2010-11-19 14:27:00,2010-03-07 13:48:00,3,4,4,344,88,Lower,11433.77,11433.77,3430.13,0.2999999125397835,258,18.428571428571427,11433.77,12577.15,0,Loyal Customers,2.215565594381462,-0.4029408250503076,50.566788,17.505907,4307
15640.0,8,15,11411.92,15,11411.92,2010-12-02 15:40:00,2009-12-14 16:36:00,4,4,4,444,89,Lower,11411.92,11411.92,3423.58,0.30000035051069407,353,23.533333333333335,11411.92,12553.11,0,Loyal Customers,2.277832087613792,-0.5238388248691156,51.006035,18.084656,4307
16746.0,19,24,11366.64,24,11366.64,2010-11-21 10:38:00,2009-12-04 13:00:00,3,4,4,344,90,Lower,11366.64,11366.64,3409.99,0.29999982404650805,352,14.666666666666666,11366.64,12503.3,0,Loyal Customers,2.712683996742662,-0.5889587937509347,55.677876,22.611246,4307
13340.0,53,5,11364.08,5,11364.08,2010-10-18 10:42:00,2010-02-22 14:54:00,2,3,4,234,91,Lower,11364.08,11364.08,3409.22,0.2999996480137415,238,47.6,11364.08,12500.49,0,Loyal Customers,1.7095257229783405,-0.011703465106048487,45.305786,14.059698,4307
12949.0,18,14,11359.48,14,11359.48,2010-11-22 15:45:00,2009-12-03 15:56:00,4,4,4,444,92,Lower,11359.48,11359.48,3407.84,0.2999996478712054,354,25.285714285714285,11359.48,12495.43,0,Loyal Customers,2.2060390662244553,-0.4226187686851234,50.598843,17.457235,4307
12472.0,5,13,11308.48,13,11308.48,2010-12-05 14:19:00,2009-12-14 10:49:00,4,4,4,444,93,Lower,11308.48,11308.48,3392.54,0.2999996462831433,357,27.46153846153846,11308.48,12439.33,0,Loyal Customers,2.1618188399896208,-0.5025483486259096,50.186867,17.09798,4307
